Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Four Banks - Barlow Moor Road (163)-Temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-NO2(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-O3(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-NO(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM1(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM2.5(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM10(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-Ambient temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Ambient humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-Ambient pressure(hPa)-slotB
"2021-03-28T23:00:20+00:00",1616972420,"2021-03-29T00:00:20+0100",12,83,6.05,55.21,0,0,0,3.14,12,82,1014.3
"2021-03-28T23:01:20+00:00",1616972480,"2021-03-29T00:01:20+0100",12,83,5.77,63.51,0,0,0,3.14,12,82,1014.3
"2021-03-28T23:02:20+00:00",1616972540,"2021-03-29T00:02:20+0100",12,83,5.19,60.41,0,0,0,3.13,12,82,1014.3
"2021-03-28T23:03:20+00:00",1616972600,"2021-03-29T00:03:20+0100",12,83,8.28,59.96,2.16,0,0,3.14,12,82,1014.3
"2021-03-28T23:04:20+00:00",1616972660,"2021-03-29T00:04:20+0100",12,83,5.55,64.31,0,0,0,3.14,12,82,1014.3
"2021-03-28T23:05:20+00:00",1616972720,"2021-03-29T00:05:20+0100",12,83,5.4,58.86,0,0,0,3.14,12,82,1014.3
"2021-03-28T23:06:20+00:00",1616972780,"2021-03-29T00:06:20+0100",12,83,4.68,60.01,2.1,0,0,3.13,12,82,1014.3
"2021-03-28T23:07:20+00:00",1616972840,"2021-03-29T00:07:20+0100",12,83,8,55.51,0,0,0,3.13,12,82,1014.2
"2021-03-28T23:08:20+00:00",1616972900,"2021-03-29T00:08:20+0100",12,83,5.35,62.36,0,0,0,3.13,12,82,1014.3
"2021-03-28T23:09:20+00:00",1616972960,"2021-03-29T00:09:20+0100",12,83,5.59,58.81,4.67,0,0,3.12,12,82,1014.3
"2021-03-28T23:10:20+00:00",1616973020,"2021-03-29T00:10:20+0100",12,83,6.92,62.76,4.31,0,0,3.12,12,82,1014.3
"2021-03-28T23:11:20+00:00",1616973080,"2021-03-29T00:11:20+0100",12,83,6.92,62.26,4.31,0,0,3.12,12,82,1014.4
"2021-03-28T23:12:20+00:00",1616973140,"2021-03-29T00:12:20+0100",12,83,5.57,61.31,0,0,0,3.13,12,82,1014.4
"2021-03-28T23:13:20+00:00",1616973200,"2021-03-29T00:13:20+0100",12,83,6.46,62.86,5.77,0,0,3.13,12,82,1014.4
"2021-03-28T23:14:20+00:00",1616973260,"2021-03-29T00:14:20+0100",12,83,5.35,62.61,0,0,0,3.13,12,81,1014.4
"2021-03-28T23:15:20+00:00",1616973320,"2021-03-29T00:15:20+0100",12,83,5.35,63.61,16.05,0,0,3.13,12,82,1014.4
"2021-03-28T23:16:20+00:00",1616973380,"2021-03-29T00:16:20+0100",12,83,4.7,63.26,0,0,0,3.12,12,81,1014.4
