Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Four Banks - Barlow Moor Road (163)-Temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-NO2(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-O3(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-NO(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM1(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM2.5(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM10(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-Ambient temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Ambient humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-Ambient pressure(hPa)-slotB
"2021-04-18T23:00:58+00:00",1618786858,"2021-04-19T00:00:58+0100",13,41,10.18,43.26,0,19.24,52.19,52.19,12,42,1021.5
"2021-04-18T23:01:58+00:00",1618786918,"2021-04-19T00:01:58+0100",13,41,10.18,44.01,0,18.53,53.27,53.27,12,42,1021.5
"2021-04-18T23:02:58+00:00",1618786978,"2021-04-19T00:02:58+0100",13,41,10.61,42.66,0,16.39,49.97,49.97,12,42,1021.5
"2021-04-18T23:03:58+00:00",1618787038,"2021-04-19T00:03:58+0100",13,41,10.9,43.61,0.77,14.25,40.3,40.3,12,42,1021.5
"2021-04-18T23:04:58+00:00",1618787098,"2021-04-19T00:04:58+0100",13,41,11.34,43.76,0,17.1,49.97,49.97,12,42,1021.5
"2021-04-18T23:05:58+00:00",1618787158,"2021-04-19T00:05:58+0100",13,41,12.45,39.26,0,15.68,47.82,47.82,12,42,1021.5
"2021-04-18T23:06:58+00:00",1618787218,"2021-04-19T00:06:58+0100",12,41,10.09,42.06,0,12.83,42.51,42.51,12,42,1021.5
"2021-04-18T23:07:58+00:00",1618787278,"2021-04-19T00:07:58+0100",12,40,8.57,42.91,2.69,14.96,41.61,41.61,12,41,1021.5
"2021-04-18T23:08:58+00:00",1618787338,"2021-04-19T00:08:58+0100",12,40,8.8,45.36,2.32,12.83,44.91,44.91,12,41,1021.5
"2021-04-18T23:09:58+00:00",1618787398,"2021-04-19T00:09:58+0100",12,40,11.1,42.11,0,13.54,41.72,41.72,12,41,1021.5
"2021-04-18T23:10:58+00:00",1618787458,"2021-04-19T00:10:58+0100",12,40,9.1,46.31,0,10.69,40.64,40.64,12,41,1021.4
"2021-04-18T23:11:58+00:00",1618787518,"2021-04-19T00:11:58+0100",12,40,8.66,46.16,0,9.26,33.07,33.07,12,41,1021.5
"2021-04-18T23:12:58+00:00",1618787578,"2021-04-19T00:12:58+0100",12,40,9.55,45.46,0,12.11,39.61,39.61,12,41,1021.5
"2021-04-18T23:13:58+00:00",1618787638,"2021-04-19T00:13:58+0100",12,40,10.73,43.21,0,13.54,40.7,40.7,12,41,1021.5
"2021-04-18T23:14:58+00:00",1618787698,"2021-04-19T00:14:58+0100",12,40,12.27,41.11,0,12.11,39.56,39.56,12,42,1021.4
"2021-04-18T23:15:58+00:00",1618787758,"2021-04-19T00:15:58+0100",12,40,10.48,44.51,0,9.26,35.18,35.18,12,42,1021.5
"2021-04-18T23:16:58+00:00",1618787818,"2021-04-19T00:16:58+0100",12,40,11.67,43.01,6.88,12.83,42.8,42.8,12,42,1021.5
"2021-04-18T23:17:58+00:00",1618787878,"2021-04-19T00:17:58+0100",12,40,14.32,38.91,0,12.83,40.58,40.58,12,42,1021.5
"2021-04-18T23:18:58+00:00",1618787938,"2021-04-19T00:18:58+0100",12,40,13.2,40.91,0,14.25,40.53,40.53,12,42,1021.5
"2021-04-18T23:19:58+00:00",1618787998,"2021-04-19T00:19:58+0100",12,40,13.42,41.36,0,13.54,38.37,38.37,12,42,1021.5
"2021-04-18T23:20:58+00:00",1618788058,"2021-04-19T00:20:58+0100",12,41,13.03,41.46,0,11.4,37.24,37.24,12,42,1021.5
"2021-04-18T23:21:58+00:00",1618788118,"2021-04-19T00:21:58+0100",12,41,14.13,40.21,0,12.83,40.41,40.41,12,42,1021.5
"2021-04-18T23:22:58+00:00",1618788178,"2021-04-19T00:22:58+0100",12,41,15.23,37.71,0,12.11,37.13,37.13,12,42,1021.5
"2021-04-18T23:23:58+00:00",1618788238,"2021-04-19T00:23:58+0100",12,41,14.63,38.36,0,12.11,36.05,36.05,12,42,1021.5
"2021-04-18T23:24:58+00:00",1618788298,"2021-04-19T00:24:58+0100",12,41,15.72,37.36,0,13.54,40.3,40.3,12,42,1021.5
"2021-04-18T23:25:58+00:00",1618788358,"2021-04-19T00:25:58+0100",12,41,13.72,40.31,0,14.25,41.32,41.32,12,42,1021.5
"2021-04-18T23:26:58+00:00",1618788418,"2021-04-19T00:26:58+0100",12,41,14.6,39.36,0,8.55,32.73,32.73,12,42,1021.5
"2021-04-18T23:27:58+00:00",1618788478,"2021-04-19T00:27:58+0100",12,41,17.32,35.01,0,13.54,38.04,38.04,11,43,1021.5
"2021-04-18T23:28:58+00:00",1618788538,"2021-04-19T00:28:58+0100",12,41,15.32,38.21,0,13.54,40.19,40.19,11,42,1021.5
"2021-04-18T23:29:58+00:00",1618788598,"2021-04-19T00:29:58+0100",12,41,17.11,35.81,0,13.54,41.32,41.32,11,43,1021.5
"2021-04-18T23:31:56+00:00",1618788716,"2021-04-19T00:31:56+0100",12,41,17.82,33.91,0,13.54,40.13,40.13,11,43,1021.5
"2021-04-18T23:32:56+00:00",1618788776,"2021-04-19T00:32:56+0100",12,41,18.69,31.96,0,12.11,35.79,35.79,11,43,1021.5
"2021-04-18T23:33:56+00:00",1618788836,"2021-04-19T00:33:56+0100",12,41,16.24,37.01,0,13.54,40.02,40.02,11,43,1021.5
"2021-04-18T23:34:56+00:00",1618788896,"2021-04-19T00:34:56+0100",12,41,14.69,39.86,0,11.4,36.81,36.81,11,43,1021.5
"2021-04-18T23:35:56+00:00",1618788956,"2021-04-19T00:35:56+0100",12,41,14.74,39.86,0,13.54,38.89,38.89,11,43,1021.5
"2021-04-18T23:36:56+00:00",1618789016,"2021-04-19T00:36:56+0100",12,42,14.94,39.06,0,12.83,36.65,36.65,11,43,1021.5
"2021-04-18T23:37:56+00:00",1618789076,"2021-04-19T00:37:56+0100",12,42,17.16,34.81,0,10.69,31.32,31.32,11,43,1021.5
"2021-04-18T23:38:56+00:00",1618789136,"2021-04-19T00:38:56+0100",12,42,16.72,37.16,0,10.69,38.78,38.78,11,43,1021.5
"2021-04-18T23:39:56+00:00",1618789196,"2021-04-19T00:39:56+0100",12,42,14.55,38.91,0,7.13,30.21,30.21,11,43,1021.5
"2021-04-18T23:40:56+00:00",1618789256,"2021-04-19T00:40:56+0100",12,42,18.54,33.01,0,13.54,35.53,35.53,11,43,1021.5
"2021-04-18T23:41:56+00:00",1618789316,"2021-04-19T00:41:56+0100",12,42,15.86,36.36,0,12.83,37.55,37.55,11,43,1021.5
"2021-04-18T23:42:56+00:00",1618789376,"2021-04-19T00:42:56+0100",12,42,14.75,39.61,6.33,12.11,39.68,39.68,11,43,1021.5
"2021-04-18T23:43:56+00:00",1618789436,"2021-04-19T00:43:56+0100",12,42,15.41,39.21,0,12.11,35.37,35.37,11,44,1021.5
"2021-04-18T23:44:56+00:00",1618789496,"2021-04-19T00:44:56+0100",11,42,19.91,30.21,0,12.83,38.56,38.56,11,44,1021.5
"2021-04-18T23:45:56+00:00",1618789556,"2021-04-19T00:45:56+0100",11,42,17.91,33.66,0,14.25,40.68,40.68,11,44,1021.5
"2021-04-18T23:46:56+00:00",1618789616,"2021-04-19T00:46:56+0100",11,42,15.3,38.76,0,12.11,35.32,35.32,11,44,1021.5
"2021-04-18T23:47:56+00:00",1618789676,"2021-04-19T00:47:56+0100",11,42,17.07,35.86,0.07,13.54,40.56,40.56,11,44,1021.5
"2021-04-18T23:48:56+00:00",1618789736,"2021-04-19T00:48:56+0100",11,42,16.83,35.91,0,9.98,35.22,35.22,11,44,1021.5
"2021-04-18T23:49:56+00:00",1618789796,"2021-04-19T00:49:56+0100",11,42,16.16,36.81,0,13.54,37.28,37.28,11,44,1021.5
"2021-04-18T23:50:56+00:00",1618789856,"2021-04-19T00:50:56+0100",11,43,16.15,36.56,0,12.11,36.17,36.17,11,44,1021.5
"2021-04-18T23:51:56+00:00",1618789916,"2021-04-19T00:51:56+0100",11,43,17.54,35.01,0,14.96,40.39,40.39,11,44,1021.5
"2021-04-18T23:52:56+00:00",1618789976,"2021-04-19T00:52:56+0100",11,43,16.86,36.41,0,14.25,41.39,41.39,11,44,1021.5
"2021-04-18T23:53:56+00:00",1618790036,"2021-04-19T00:53:56+0100",11,43,18.41,34.31,0,13.54,42.38,42.38,11,44,1021.5
"2021-04-18T23:54:56+00:00",1618790096,"2021-04-19T00:54:56+0100",11,43,22.83,26.81,3.63,2.14,16.02,16.02,11,44,1021.5
"2021-04-18T23:55:56+00:00",1618790156,"2021-04-19T00:55:56+0100",11,43,21.33,29.41,0,15.68,43.31,43.31,11,45,1021.5
"2021-04-18T23:56:56+00:00",1618790216,"2021-04-19T00:56:56+0100",11,43,31.09,11.46,31.43,13.54,35.96,35.96,11,45,1021.5
"2021-04-18T23:57:56+00:00",1618790276,"2021-04-19T00:57:56+0100",11,43,31.1,12.71,29.35,12.11,37.06,37.06,11,45,1021.5
"2021-04-18T23:58:56+00:00",1618790336,"2021-04-19T00:58:56+0100",11,43,22.24,28.21,0,12.83,37.12,37.12,11,45,1021.5
"2021-04-18T23:59:56+00:00",1618790396,"2021-04-19T00:59:56+0100",11,43,22.5,28.91,0,12.11,37.01,37.01,11,45,1021.5
"2021-04-19T00:00:56+00:00",1618790456,"2021-04-19T01:00:56+0100",11,43,21.37,29.41,0,7.84,28.51,28.51,11,45,1021.5
"2021-04-19T00:01:56+00:00",1618790516,"2021-04-19T01:01:56+0100",11,43,21.81,28.31,0,11.4,34.75,34.75,11,45,1021.5
"2021-04-19T00:02:56+00:00",1618790576,"2021-04-19T01:02:56+0100",11,43,20.24,30.91,0,9.98,33.65,33.65,11,45,1021.5
"2021-04-19T00:03:56+00:00",1618790636,"2021-04-19T01:03:56+0100",11,43,18.52,35.31,0,10.69,29.42,29.42,11,45,1021.5
"2021-04-19T00:04:56+00:00",1618790696,"2021-04-19T01:04:56+0100",11,44,28.05,22.41,1.71,10.69,35.64,35.64,11,45,1021.5
"2021-04-19T00:05:56+00:00",1618790756,"2021-04-19T01:05:56+0100",11,44,20.27,33.16,1.71,11.4,31.41,31.41,11,45,1021.5
"2021-04-19T00:06:56+00:00",1618790816,"2021-04-19T01:06:56+0100",11,44,18.94,35.21,0,11.4,34.54,34.54,11,45,1021.5
"2021-04-19T00:07:56+00:00",1618790876,"2021-04-19T01:07:56+0100",11,44,17.39,36.56,0,11.4,37.67,37.67,11,46,1021.5
"2021-04-19T00:08:56+00:00",1618790936,"2021-04-19T01:08:56+0100",11,44,20.54,30.61,0,9.98,31.31,31.31,11,46,1021.5
"2021-04-19T00:09:56+00:00",1618790996,"2021-04-19T01:09:56+0100",11,44,20.31,31.66,0,11.4,34.38,34.38,10,46,1021.5
"2021-04-19T00:10:56+00:00",1618791056,"2021-04-19T01:10:56+0100",11,44,18.31,35.11,0,9.98,33.34,33.34,10,46,1021.5
"2021-04-19T00:11:56+00:00",1618791116,"2021-04-19T01:11:56+0100",11,44,16.96,37.91,0,11.4,32.2,32.2,10,46,1021.5
"2021-04-19T00:12:56+00:00",1618791176,"2021-04-19T01:12:56+0100",11,44,18.12,34.66,0,10.69,34.23,34.23,10,46,1021.5
"2021-04-19T00:13:56+00:00",1618791236,"2021-04-19T01:13:56+0100",11,44,18.11,34.41,0,11.4,34.17,34.17,10,46,1021.5
"2021-04-19T00:14:56+00:00",1618791296,"2021-04-19T01:14:56+0100",11,44,19.65,33.56,0,7.13,25.85,25.85,10,46,1021.5
"2021-04-19T00:15:56+00:00",1618791356,"2021-04-19T01:15:56+0100",11,44,19.21,35.16,0,12.11,36.19,36.19,10,46,1021.5
"2021-04-19T00:16:56+00:00",1618791416,"2021-04-19T01:16:56+0100",11,45,19.48,35.61,0,10.69,33.04,33.04,10,47,1021.5
"2021-04-19T00:17:56+00:00",1618791476,"2021-04-19T01:17:56+0100",11,45,17.03,39.16,0,9.98,29.89,29.89,10,47,1021.5
"2021-04-19T00:18:56+00:00",1618791536,"2021-04-19T01:18:56+0100",11,45,16.8,39.96,0,8.55,29.84,29.84,10,47,1021.5
"2021-04-19T00:19:56+00:00",1618791596,"2021-04-19T01:19:56+0100",11,45,16.34,38.31,0,9.98,30.83,30.83,10,47,1021.5
"2021-04-19T00:20:56+00:00",1618791656,"2021-04-19T01:20:56+0100",11,45,17,37.66,0,10.69,32.83,32.83,10,47,1021.4
