Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Four Banks - Barlow Moor Road (163)-Temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-NO2(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-O3(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-NO(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM1(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM2.5(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM10(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-Ambient temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Ambient humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-Ambient pressure(hPa)-slotB
"2021-04-11T23:00:50+00:00",1618182050,"2021-04-12T00:00:50+0100",3,69,46.07,0,21.66,14.96,25.62,25.62,3,72,1022.6
"2021-04-11T23:01:50+00:00",1618182110,"2021-04-12T00:01:50+0100",3,69,38.37,0,4.36,13.54,21.82,21.82,3,72,1022.6
"2021-04-11T23:02:50+00:00",1618182170,"2021-04-12T00:02:50+0100",3,69,40.58,0,14.75,11.4,22.57,25.81,3,72,1022.6
"2021-04-11T23:03:50+00:00",1618182230,"2021-04-12T00:03:50+0100",3,70,36.8,0,0.2,21.38,38.95,38.95,3,72,1022.6
"2021-04-11T23:04:50+00:00",1618182290,"2021-04-12T00:04:50+0100",3,70,36.58,0,15.13,24.23,42.68,46.58,3,72,1022.7
"2021-04-11T23:05:50+00:00",1618182350,"2021-04-12T00:05:50+0100",3,70,31.26,3.91,0,19.24,32.22,32.22,3,72,1022.7
"2021-04-11T23:06:50+00:00",1618182410,"2021-04-12T00:06:50+0100",3,70,29.48,5.56,0,16.39,20.27,20.27,3,72,1022.6
"2021-04-11T23:07:50+00:00",1618182470,"2021-04-12T00:07:50+0100",3,70,29.71,6.26,0,11.4,21.02,21.02,3,72,1022.6
"2021-04-11T23:08:50+00:00",1618182530,"2021-04-12T00:08:50+0100",3,70,28.66,7.51,1.07,12.11,18.78,18.87,3,72,1022.6
"2021-04-11T23:09:50+00:00",1618182590,"2021-04-12T00:09:50+0100",3,70,30.66,5.31,0,13.54,24.01,25.16,3,72,1022.6
"2021-04-11T23:10:50+00:00",1618182650,"2021-04-12T00:10:50+0100",3,70,40.19,0,48.94,11.4,21.76,21.76,3,72,1022.7
"2021-04-11T23:11:50+00:00",1618182710,"2021-04-12T00:11:50+0100",3,70,33.32,1.96,5.37,4.99,9.06,9.06,3,72,1022.7
"2021-04-11T23:12:50+00:00",1618182770,"2021-04-12T00:12:50+0100",3,70,30.43,5.36,0,9.98,17.98,17.98,3,72,1022.7
"2021-04-11T23:13:50+00:00",1618182830,"2021-04-12T00:13:50+0100",3,70,31.55,2.61,0,7.13,15.79,15.79,3,72,1022.7
"2021-04-11T23:14:50+00:00",1618182890,"2021-04-12T00:14:50+0100",3,70,32.71,1.36,0,10.69,20.22,20.22,3,72,1022.7
"2021-04-11T23:15:50+00:00",1618182950,"2021-04-12T00:15:50+0100",3,70,31.16,1.96,0,7.84,16.49,16.49,3,72,1022.7
"2021-04-11T23:16:50+00:00",1618183010,"2021-04-12T00:16:50+0100",3,70,30.71,4.81,0,12.11,20.97,20.97,3,72,1022.7
"2021-04-11T23:17:50+00:00",1618183070,"2021-04-12T00:17:50+0100",3,70,32.47,3.66,0,11.4,23.15,23.24,3,72,1022.6
"2021-04-11T23:18:50+00:00",1618183130,"2021-04-12T00:18:50+0100",3,70,32.69,1.36,2.48,17.1,31.27,31.27,3,72,1022.7
"2021-04-11T23:19:50+00:00",1618183190,"2021-04-12T00:19:50+0100",3,70,33.12,5.01,0,17.1,26.75,28.86,3,73,1022.7
"2021-04-11T23:20:50+00:00",1618183250,"2021-04-12T00:20:50+0100",3,70,36.2,4.06,10.62,14.96,25.15,26.32,3,73,1022.7
"2021-04-11T23:21:50+00:00",1618183310,"2021-04-12T00:21:50+0100",3,70,42.01,0,52.35,10.69,19.86,19.86,3,73,1022.7
"2021-04-11T23:22:50+00:00",1618183370,"2021-04-12T00:22:50+0100",3,70,34.03,0,1.66,11.4,18.39,18.39,3,73,1022.7
"2021-04-11T23:23:50+00:00",1618183430,"2021-04-12T00:23:50+0100",3,70,30.69,4.81,6.06,10.69,16.86,17.52,3,73,1022.7
"2021-04-11T23:24:50+00:00",1618183490,"2021-04-12T00:24:50+0100",3,71,29.12,4.16,0,9.98,19.76,20.01,3,73,1022.7
"2021-04-11T23:25:50+00:00",1618183550,"2021-04-12T00:25:50+0100",3,71,30.23,5.66,0,10.69,19.02,19.38,3,73,1022.7
