Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Four Banks - Barlow Moor Road (163)-Temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-NO2(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-O3(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-NO(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM1(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM2.5(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM10(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-Ambient temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Ambient humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-Ambient pressure(hPa)-slotB
"2021-02-22T00:00:05+00:00",1613952005,"2021-02-22T00:00:05+0000",10,89,22.25,17.41,0,19.24,19.3,28.63,10,89,1007.3
"2021-02-22T00:01:05+00:00",1613952065,"2021-02-22T00:01:05+0000",10,89,23.58,19.86,6.37,19.95,20.35,30.17,10,89,1007.3
"2021-02-22T00:02:05+00:00",1613952125,"2021-02-22T00:02:05+0000",10,89,20.7,21.76,8.68,19.24,19.82,30.17,10,89,1007.3
"2021-02-22T00:03:05+00:00",1613952185,"2021-02-22T00:03:05+0000",10,89,28.46,16.76,45.42,18.53,18.53,27.08,10,89,1007.3
"2021-02-22T00:04:05+00:00",1613952245,"2021-02-22T00:04:05+0000",10,89,22.69,20.31,9.35,18.53,19.3,28.63,10,89,1007.3
"2021-02-22T00:05:05+00:00",1613952305,"2021-02-22T00:05:05+0000",10,89,19.37,20.06,0,17.81,18.25,28.63,10,89,1007.3
"2021-02-22T00:06:05+00:00",1613952365,"2021-02-22T00:06:05+0000",10,89,19.14,18.11,0,16.39,17.65,27.06,10,89,1007.3
"2021-02-22T00:07:05+00:00",1613952425,"2021-02-22T00:07:05+0000",10,89,22.01,15.21,20.93,16.39,18.11,28.07,10,89,1007.3
"2021-02-22T00:08:05+00:00",1613952485,"2021-02-22T00:08:05+0000",10,89,21.11,17.16,2.06,18.53,19.09,28.55,10,89,1007.3
"2021-02-22T00:09:05+00:00",1613952545,"2021-02-22T00:09:05+0000",10,89,18.67,19.71,5.04,17.81,19.61,30.09,10,89,1007.3
