Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Four Banks - Barlow Moor Road (163)-Temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-NO2(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-O3(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-NO(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM1(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM2.5(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-PM10(ug/m3)-slotB,Four Banks - Barlow Moor Road (163)-Ambient temp(C)-slotB,Four Banks - Barlow Moor Road (163)-Ambient humidity(%RH)-slotB,Four Banks - Barlow Moor Road (163)-Ambient pressure(hPa)-slotB
"2021-03-15T00:00:10+00:00",1615766410,"2021-03-15T00:00:10+0000",9,83,5.47,73.06,0,3.56,4.65,8.08,9,82,1012.6
"2021-03-15T00:01:10+00:00",1615766470,"2021-03-15T00:01:10+0000",9,83,6.14,71.91,0,4.99,5.85,9.74,9,82,1012.6
"2021-03-15T00:02:10+00:00",1615766530,"2021-03-15T00:02:10+0000",9,82,9.92,68.56,0,5.7,7.08,10.85,9,82,1012.5
"2021-03-15T00:03:10+00:00",1615766590,"2021-03-15T00:03:10+0000",9,82,6.37,70.61,0,4.28,6.48,9.74,9,82,1012.5
"2021-03-15T00:04:10+00:00",1615766650,"2021-03-15T00:04:10+0000",9,82,9.03,71.76,0,2.85,3.49,8.64,9,82,1012.5
"2021-03-15T00:05:10+00:00",1615766710,"2021-03-15T00:05:10+0000",9,82,6.15,75.41,0,4.28,5.88,9.19,9,82,1012.5
"2021-03-15T00:06:10+00:00",1615766770,"2021-03-15T00:06:10+0000",9,82,8.81,70.06,5.61,4.99,6.48,10.85,9,82,1012.5
"2021-03-15T00:07:10+00:00",1615766830,"2021-03-15T00:07:10+0000",9,82,7.48,72.61,0,4.28,5.29,9.19,9,82,1012.5
"2021-03-15T00:08:10+00:00",1615766890,"2021-03-15T00:08:10+0000",9,83,7.69,71.31,0.16,2.85,2.86,8.64,9,82,1012.5
"2021-03-15T00:09:10+00:00",1615766950,"2021-03-15T00:09:10+0000",9,82,7.49,72.86,0,4.99,5.32,9.19,9,82,1012.6
"2021-03-15T00:10:10+00:00",1615767010,"2021-03-15T00:10:10+0000",9,82,8.16,71.46,0,3.56,7.12,11.96,9,82,1012.6
"2021-03-15T00:11:10+00:00",1615767070,"2021-03-15T00:11:10+0000",9,82,8.59,70.86,0,5.7,5.88,12.51,9,82,1012.6
"2021-03-15T00:12:10+00:00",1615767130,"2021-03-15T00:12:10+0000",9,82,9.03,71.51,0,4.28,5.88,9.74,9,82,1012.6
"2021-03-15T00:13:10+00:00",1615767190,"2021-03-15T00:13:10+0000",9,82,8.81,68.06,0,5.7,7.08,11.96,9,82,1012.6
"2021-03-15T00:14:10+00:00",1615767250,"2021-03-15T00:14:10+0000",9,83,7.47,72.36,0,4.28,6.45,10.29,9,82,1012.6
"2021-03-15T00:15:10+00:00",1615767310,"2021-03-15T00:15:10+0000",9,82,6.82,78.01,0,4.28,4.28,7.53,9,82,1012.6
"2021-03-15T00:16:10+00:00",1615767370,"2021-03-15T00:16:10+0000",9,82,6.59,74.81,0,2.14,5.29,9.74,9,82,1012.7
"2021-03-15T00:17:10+00:00",1615767430,"2021-03-15T00:17:10+0000",9,82,7.7,73.31,0,4.28,7.08,10.85,9,82,1012.7
"2021-03-15T00:18:10+00:00",1615767490,"2021-03-15T00:18:10+0000",9,82,7.04,72.71,0,4.28,6.48,10.85,9,82,1012.7
"2021-03-15T00:19:10+00:00",1615767550,"2021-03-15T00:19:10+0000",9,82,6.82,72.01,0,3.56,4.69,9.74,9,82,1012.7
"2021-03-15T00:20:10+00:00",1615767610,"2021-03-15T00:20:10+0000",9,82,7.04,75.96,0,4.99,6.48,11.4,9,82,1012.7
"2021-03-15T00:21:10+00:00",1615767670,"2021-03-15T00:21:10+0000",9,83,5.92,79.96,0,4.99,7.64,10.85,9,82,1012.7
"2021-03-15T00:22:10+00:00",1615767730,"2021-03-15T00:22:10+0000",9,82,5.48,77.56,0,4.28,5.29,9.19,9,82,1012.7
"2021-03-15T00:24:08+00:00",1615767848,"2021-03-15T00:24:08+0000",9,83,7.91,69.01,0,4.28,5.85,10.85,9,82,1012.8
