Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Darley Avenue (44)-Temp(C)-slotB,Darley Avenue (44)-Humidity(%RH)-slotB,Darley Avenue (44)-NO2(ug/m3)-slotB,Darley Avenue (44)-O3(ug/m3)-slotB,Darley Avenue (44)-NO(ug/m3)-slotB,Darley Avenue (44)-PM1(ug/m3)-slotB,Darley Avenue (44)-PM2.5(ug/m3)-slotB,Darley Avenue (44)-PM10(ug/m3)-slotB,Darley Avenue (44)-Ambient temp(C)-slotB,Darley Avenue (44)-Ambient humidity(%RH)-slotB,Darley Avenue (44)-Ambient pressure(hPa)-slotB
"2021-03-08T00:00:48+00:00",1615161648,"2021-03-08T00:00:48+0000",2,83,32.67,0,17.92,22.09,22.09,33.97,2,86,1023.8
"2021-03-08T00:01:48+00:00",1615161708,"2021-03-08T00:01:48+0000",2,83,36.44,0,21.44,23.51,23.51,33.97,2,86,1023.8
"2021-03-08T00:02:48+00:00",1615161768,"2021-03-08T00:02:48+0000",2,83,36.66,0,13.41,22.8,22.8,33.42,2,86,1023.8
"2021-03-08T00:03:48+00:00",1615161828,"2021-03-08T00:03:48+0000",2,83,36.66,0,16.93,22.09,22.09,34.52,2,87,1023.7
"2021-03-08T00:04:48+00:00",1615161888,"2021-03-08T00:04:48+0000",2,83,36.44,0,22.87,23.51,23.51,35.07,2,87,1023.8
"2021-03-08T00:05:48+00:00",1615161948,"2021-03-08T00:05:48+0000",2,83,35.76,0,18.25,24.23,24.23,37.79,2,87,1023.8
"2021-03-08T00:06:48+00:00",1615162008,"2021-03-08T00:06:48+0000",2,83,34.21,0,22.98,23.51,23.51,33.94,2,87,1023.7
"2021-03-08T00:07:48+00:00",1615162068,"2021-03-08T00:07:48+0000",2,83,33.55,0,23.97,23.51,23.51,36.14,2,86,1023.8
"2021-03-08T00:08:48+00:00",1615162128,"2021-03-08T00:08:48+0000",2,83,32.88,0,16.27,23.51,23.51,35.04,2,86,1023.7
"2021-03-08T00:09:48+00:00",1615162188,"2021-03-08T00:09:48+0000",2,83,33.17,0,13.71,23.51,23.51,33.94,2,86,1023.7
"2021-03-08T00:10:48+00:00",1615162248,"2021-03-08T00:10:48+0000",2,83,33.17,0,18.09,23.51,23.51,34.49,2,86,1023.7
"2021-03-08T00:11:48+00:00",1615162308,"2021-03-08T00:11:48+0000",2,83,34.72,0,24.44,22.8,22.8,34.49,2,86,1023.7
