Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Darley Avenue (44)-Temp(C)-slotB,Darley Avenue (44)-Humidity(%RH)-slotB,Darley Avenue (44)-NO2(ug/m3)-slotB,Darley Avenue (44)-O3(ug/m3)-slotB,Darley Avenue (44)-NO(ug/m3)-slotB,Darley Avenue (44)-PM1(ug/m3)-slotB,Darley Avenue (44)-PM2.5(ug/m3)-slotB,Darley Avenue (44)-PM10(ug/m3)-slotB,Darley Avenue (44)-Ambient temp(C)-slotB,Darley Avenue (44)-Ambient humidity(%RH)-slotB,Darley Avenue (44)-Ambient pressure(hPa)-slotB
"2021-04-18T23:00:22+00:00",1618786822,"2021-04-19T00:00:22+0100",12,45,13.87,39.19,0,14.25,18.3,22.21,12,47,1021.8
"2021-04-18T23:01:22+00:00",1618786882,"2021-04-19T00:01:22+0100",12,45,13.22,40.59,0,14.25,19.94,23.77,12,47,1021.7
"2021-04-18T23:02:22+00:00",1618786942,"2021-04-19T00:02:22+0100",12,45,13.44,39.54,5.93,14.25,21.01,26.09,12,47,1021.7
"2021-04-18T23:03:22+00:00",1618787002,"2021-04-19T00:03:22+0100",12,45,11.9,40.89,2.24,14.25,19.41,24.56,12,47,1021.7
"2021-04-18T23:04:22+00:00",1618787062,"2021-04-19T00:04:22+0100",12,45,12.58,38.99,0,14.25,19.99,23.81,12,47,1021.7
"2021-04-18T23:05:22+00:00",1618787122,"2021-04-19T00:05:22+0100",12,45,11.93,40.14,0,14.96,20.55,26.15,12,47,1021.7
"2021-04-18T23:06:22+00:00",1618787182,"2021-04-19T00:06:22+0100",12,45,16.44,35.64,2.25,13.54,20.03,25.39,12,47,1021.7
"2021-04-18T23:07:22+00:00",1618787242,"2021-04-19T00:07:22+0100",12,45,13.13,40.39,0,14.25,19.51,23.07,12,47,1021.7
"2021-04-18T23:08:22+00:00",1618787302,"2021-04-19T00:08:22+0100",12,45,12.47,39.79,2.89,14.25,18.99,23.08,12,46,1021.7
"2021-04-18T23:09:22+00:00",1618787362,"2021-04-19T00:09:22+0100",12,45,13.58,38.54,0,14.25,20.07,24.64,12,47,1021.8
"2021-04-18T23:10:22+00:00",1618787422,"2021-04-19T00:10:22+0100",12,45,20.46,23.99,13.61,13.54,20.61,25.41,12,47,1021.7
"2021-04-18T23:11:22+00:00",1618787482,"2021-04-19T00:11:22+0100",12,45,14.25,34.14,0,14.25,20.61,26.19,12,47,1021.7
"2021-04-18T23:12:22+00:00",1618787542,"2021-04-19T00:12:22+0100",12,45,14.26,35.64,0,13.54,19,21.54,12,47,1021.7
"2021-04-18T23:13:22+00:00",1618787602,"2021-04-19T00:13:22+0100",12,45,12.71,38.49,0,13.54,19,23.87,12,46,1021.7
"2021-04-18T23:14:22+00:00",1618787662,"2021-04-19T00:14:22+0100",12,44,13.45,37.34,0,14.25,20.11,23.1,12,46,1021.7
"2021-04-18T23:16:18+00:00",1618787778,"2021-04-19T00:16:18+0100",12,44,12.35,34.84,4.49,13.54,19.58,22.34,12,46,1021.7
"2021-04-18T23:17:18+00:00",1618787838,"2021-04-19T00:17:18+0100",12,44,13.03,37.69,0,13.54,19.06,22.35,12,46,1021.7
"2021-04-18T23:18:18+00:00",1618787898,"2021-04-19T00:18:18+0100",12,44,13.04,38.69,0.34,13.54,18.54,22.36,12,46,1021.7
"2021-04-18T23:19:18+00:00",1618787958,"2021-04-19T00:19:18+0100",12,44,12.37,38.34,0,12.83,17.99,22.36,12,46,1021.7
"2021-04-18T23:20:18+00:00",1618788018,"2021-04-19T00:20:18+0100",12,44,13.77,36.79,2.9,14.25,19.08,24.7,12,46,1021.7
"2021-04-18T23:21:18+00:00",1618788078,"2021-04-19T00:21:18+0100",12,44,13.77,36.79,0,13.54,18.54,22.36,12,46,1021.7
"2021-04-18T23:22:18+00:00",1618788138,"2021-04-19T00:22:18+0100",12,44,13.34,35.14,6.55,12.83,18.55,23.15,12,47,1021.7
"2021-04-18T23:23:18+00:00",1618788198,"2021-04-19T00:23:18+0100",12,44,12.88,35.24,0,12.11,16.37,19.24,12,46,1021.7
"2021-04-18T23:24:18+00:00",1618788258,"2021-04-19T00:24:18+0100",12,44,13.11,38.19,0,14.25,18.01,21.59,12,46,1021.7
"2021-04-18T23:25:18+00:00",1618788318,"2021-04-19T00:25:18+0100",12,44,12.72,36.54,0,12.83,17.45,20.8,12,47,1021.7
"2021-04-18T23:26:18+00:00",1618788378,"2021-04-19T00:26:18+0100",12,44,12.72,33.29,1.64,12.83,16.91,20.02,12,47,1021.7
"2021-04-18T23:27:18+00:00",1618788438,"2021-04-19T00:27:18+0100",12,44,13.17,35.94,0,12.11,17.99,20.8,12,46,1021.7
"2021-04-18T23:28:18+00:00",1618788498,"2021-04-19T00:28:18+0100",12,44,13.68,35.59,6.55,14.25,19.62,24.7,12,47,1021.7
"2021-04-18T23:29:18+00:00",1618788558,"2021-04-19T00:29:18+0100",12,44,13.68,35.09,0.54,12.11,16.91,21.58,12,47,1021.7
"2021-04-18T23:30:18+00:00",1618788618,"2021-04-19T00:30:18+0100",12,44,11.68,38.29,0,12.83,19.08,22.36,12,47,1021.7
"2021-04-18T23:31:18+00:00",1618788678,"2021-04-19T00:31:18+0100",12,44,12.12,37.69,0.86,12.11,16.91,19.24,12,47,1021.7
"2021-04-18T23:32:18+00:00",1618788738,"2021-04-19T00:32:18+0100",12,44,12.19,39.19,0,12.11,17.99,21.58,12,47,1021.7
"2021-04-18T23:33:18+00:00",1618788798,"2021-04-19T00:33:18+0100",12,44,12.63,38.09,6.23,12.83,17.99,20.02,12,47,1021.7
"2021-04-18T23:34:18+00:00",1618788858,"2021-04-19T00:34:18+0100",12,44,11.52,38.34,0,12.83,17.45,19.24,12,47,1021.7
"2021-04-18T23:35:18+00:00",1618788918,"2021-04-19T00:35:18+0100",11,44,12.03,38.74,2.3,12.11,16.91,19.24,12,47,1021.7
