Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Darley Avenue (44)-Temp(C)-slotB,Darley Avenue (44)-Humidity(%RH)-slotB,Darley Avenue (44)-NO2(ug/m3)-slotB,Darley Avenue (44)-O3(ug/m3)-slotB,Darley Avenue (44)-NO(ug/m3)-slotB,Darley Avenue (44)-PM1(ug/m3)-slotB,Darley Avenue (44)-PM2.5(ug/m3)-slotB,Darley Avenue (44)-PM10(ug/m3)-slotB,Darley Avenue (44)-Ambient temp(C)-slotB,Darley Avenue (44)-Ambient humidity(%RH)-slotB,Darley Avenue (44)-Ambient pressure(hPa)-slotB
"2021-02-07T00:01:33+00:00",1612656093,"2021-02-07T00:01:33+0000",4,77,4.21,54.99,15.12,2.14,2.7,5.77,4,80,1009
"2021-02-07T00:02:33+00:00",1612656153,"2021-02-07T00:02:33+0000",4,77,4.44,53.94,18.99,1.43,2.7,5.77,4,80,1009.1
"2021-02-07T00:03:33+00:00",1612656213,"2021-02-07T00:03:33+0000",4,77,4.21,56.24,7.74,2.14,2.7,5.18,4,80,1009
"2021-02-07T00:04:33+00:00",1612656273,"2021-02-07T00:04:33+0000",4,77,4.66,53.14,21.54,2.14,2.7,5.18,4,80,1009.1
"2021-02-07T00:05:33+00:00",1612656333,"2021-02-07T00:05:33+0000",4,77,5.54,52.44,19.24,2.85,2.85,5.77,4,80,1009.1
"2021-02-07T00:06:33+00:00",1612656393,"2021-02-07T00:06:33+0000",4,77,4.88,53.84,15.85,2.85,3.17,6.36,4,80,1009.1
"2021-02-07T00:07:33+00:00",1612656453,"2021-02-07T00:07:33+0000",4,77,4.88,55.09,12.7,2.85,2.85,5.18,4,80,1009.1
"2021-02-07T00:08:33+00:00",1612656513,"2021-02-07T00:08:33+0000",4,77,4.87,51.84,7.14,2.14,3.16,6.94,4,80,1009.1
"2021-02-07T00:09:33+00:00",1612656573,"2021-02-07T00:09:33+0000",4,77,4.87,56.09,7.5,2.85,2.85,5.18,4,80,1009.1
"2021-02-07T00:10:33+00:00",1612656633,"2021-02-07T00:10:33+0000",4,77,5.31,53.24,23.59,2.85,3.16,5.77,4,81,1009.1
"2021-02-07T00:11:33+00:00",1612656693,"2021-02-07T00:11:33+0000",4,77,4.64,55.39,14.4,2.85,3.15,5.77,4,81,1009.1
"2021-02-07T00:12:33+00:00",1612656753,"2021-02-07T00:12:33+0000",4,77,4.64,55.39,12.7,3.56,3.56,5.77,4,81,1009.1
"2021-02-07T00:13:33+00:00",1612656813,"2021-02-07T00:13:33+0000",4,77,4.85,55.84,10.4,2.85,3.13,5.77,5,81,1009.1
"2021-02-07T00:14:33+00:00",1612656873,"2021-02-07T00:14:33+0000",4,77,5.07,54.29,20.57,2.85,3.6,6.36,4,81,1009.1
"2021-02-07T00:15:33+00:00",1612656933,"2021-02-07T00:15:33+0000",4,77,4.83,56.84,12.46,3.56,3.56,6.36,4,81,1009.1
"2021-02-07T00:16:33+00:00",1612656993,"2021-02-07T00:16:33+0000",4,77,4.39,55.44,14.88,2.85,3.59,6.95,5,81,1009.1
"2021-02-07T00:17:33+00:00",1612657053,"2021-02-07T00:17:33+0000",4,77,5.05,54.04,8.1,4.28,4.28,6.95,5,81,1009
"2021-02-07T00:18:33+00:00",1612657113,"2021-02-07T00:18:33+0000",4,77,3.94,56.54,24.68,3.56,4.05,7.53,4,81,1009
"2021-02-07T00:19:33+00:00",1612657173,"2021-02-07T00:19:33+0000",4,77,5.05,53.79,15.12,4.28,4.28,6.95,4,81,1009
"2021-02-07T00:20:33+00:00",1612657233,"2021-02-07T00:20:33+0000",4,77,4.38,58.19,16.33,2.14,3.1,6.36,4,81,1009
