Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Darley Avenue (44)-Temp(C)-slotB,Darley Avenue (44)-Humidity(%RH)-slotB,Darley Avenue (44)-NO2(ug/m3)-slotB,Darley Avenue (44)-O3(ug/m3)-slotB,Darley Avenue (44)-NO(ug/m3)-slotB,Darley Avenue (44)-PM1(ug/m3)-slotB,Darley Avenue (44)-PM2.5(ug/m3)-slotB,Darley Avenue (44)-PM10(ug/m3)-slotB,Darley Avenue (44)-Ambient temp(C)-slotB,Darley Avenue (44)-Ambient humidity(%RH)-slotB,Darley Avenue (44)-Ambient pressure(hPa)-slotB
"2021-04-11T23:00:49+00:00",1618182049,"2021-04-12T00:00:49+0100",1,76,22.09,5.14,19.01,5.7,5.7,9.89,2,82,1023.1
"2021-04-11T23:01:49+00:00",1618182109,"2021-04-12T00:01:49+0100",1,77,21.86,4.44,9.32,6.41,6.5,11.65,2,82,1023
"2021-04-11T23:02:49+00:00",1618182169,"2021-04-12T00:02:49+0100",1,77,21.02,5.89,11.34,7.13,7.13,11.06,2,82,1023.1
"2021-04-11T23:03:49+00:00",1618182229,"2021-04-12T00:03:49+0100",1,77,20.35,5.29,9.11,7.13,7.13,9.29,2,82,1023.1
"2021-04-11T23:04:49+00:00",1618182289,"2021-04-12T00:04:49+0100",1,77,20.57,5.99,4.77,6.41,6.46,10.47,2,82,1023
"2021-04-11T23:05:49+00:00",1618182349,"2021-04-12T00:05:49+0100",1,77,20.56,6.49,14.84,7.13,7.13,10.46,2,82,1023.1
"2021-04-11T23:06:49+00:00",1618182409,"2021-04-12T00:06:49+0100",1,77,21.43,7.54,19.5,6.41,6.43,10.46,1,82,1023.1
"2021-04-11T23:07:49+00:00",1618182469,"2021-04-12T00:07:49+0100",1,77,22.09,6.39,13.67,5.7,6.42,10.46,1,82,1023.1
"2021-04-11T23:08:49+00:00",1618182529,"2021-04-12T00:08:49+0100",1,77,22.31,5.59,12.19,5.7,5.7,8.7,1,82,1023.1
"2021-04-11T23:09:49+00:00",1618182589,"2021-04-12T00:09:49+0100",1,77,21.63,6.74,13.35,5.7,5.7,8.7,1,82,1023.1
"2021-04-11T23:10:49+00:00",1618182649,"2021-04-12T00:10:49+0100",1,77,22.35,6.34,13.87,4.99,4.99,8.12,1,82,1023.1
"2021-04-11T23:11:49+00:00",1618182709,"2021-04-12T00:11:49+0100",1,77,23.01,6.69,18.83,4.99,4.99,7.53,1,82,1023.1
"2021-04-11T23:12:49+00:00",1618182769,"2021-04-12T00:12:49+0100",1,77,22.11,5.89,18.51,4.99,4.99,8.7,1,82,1023.1
"2021-04-11T23:13:49+00:00",1618182829,"2021-04-12T00:13:49+0100",1,77,23.88,6.74,5.85,4.28,5.42,8.7,1,82,1023.1
"2021-04-11T23:14:49+00:00",1618182889,"2021-04-12T00:14:49+0100",1,78,23.87,3.99,27.48,4.99,5.4,8.7,1,83,1023.1
"2021-04-11T23:15:49+00:00",1618182949,"2021-04-12T00:15:49+0100",1,78,25.85,2.29,24.84,5.7,5.7,8.11,1,83,1023.1
"2021-04-11T23:16:49+00:00",1618183009,"2021-04-12T00:16:49+0100",1,78,27.38,0.69,16.61,4.99,4.99,8.69,1,83,1023.1
"2021-04-11T23:17:49+00:00",1618183069,"2021-04-12T00:17:49+0100",1,78,29.37,0,18.62,5.7,5.7,8.11,1,84,1023.1
"2021-04-11T23:18:49+00:00",1618183129,"2021-04-12T00:18:49+0100",1,78,28.09,0,14.8,5.7,5.7,8.69,1,84,1023.1
"2021-04-11T23:19:49+00:00",1618183189,"2021-04-12T00:19:49+0100",1,78,26.09,0,6.82,6.41,6.41,9.85,1,84,1023.1
"2021-04-11T23:20:49+00:00",1618183249,"2021-04-12T00:20:49+0100",1,78,25.4,0,8.61,6.41,6.41,9.84,1,84,1023.1
"2021-04-11T23:21:49+00:00",1618183309,"2021-04-12T00:21:49+0100",1,78,25.39,0,19.42,7.13,7.14,12.15,1,84,1023.1
"2021-04-11T23:22:49+00:00",1618183369,"2021-04-12T00:22:49+0100",1,79,32.25,0,14.7,6.41,6.41,9.84,1,84,1023.1
"2021-04-11T23:23:49+00:00",1618183429,"2021-04-12T00:23:49+0100",1,79,30.09,0,11.44,7.13,7.13,10.99,1,84,1023.1
"2021-04-11T23:24:49+00:00",1618183489,"2021-04-12T00:24:49+0100",1,79,28.74,0,3.71,5.7,5.7,9.83,1,84,1023.1
