Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Darley Avenue (44)-Temp(C)-slotB,Darley Avenue (44)-Humidity(%RH)-slotB,Darley Avenue (44)-NO2(ug/m3)-slotB,Darley Avenue (44)-O3(ug/m3)-slotB,Darley Avenue (44)-NO(ug/m3)-slotB,Darley Avenue (44)-PM1(ug/m3)-slotB,Darley Avenue (44)-PM2.5(ug/m3)-slotB,Darley Avenue (44)-PM10(ug/m3)-slotB,Darley Avenue (44)-Ambient temp(C)-slotB,Darley Avenue (44)-Ambient humidity(%RH)-slotB,Darley Avenue (44)-Ambient pressure(hPa)-slotB
"2021-04-04T23:00:15+00:00",1617577215,"2021-04-05T00:00:15+0100",10,69,5.72,71.99,0.45,3.56,5.28,7.53,10,73,1014.5
"2021-04-04T23:01:15+00:00",1617577275,"2021-04-05T00:01:15+0100",10,69,6.16,70.14,0,2.85,4.79,6.26,10,73,1014.4
"2021-04-04T23:02:15+00:00",1617577335,"2021-04-05T00:02:15+0100",10,69,6.38,70.59,4.96,3.56,5.28,7.53,10,73,1014.4
"2021-04-04T23:03:15+00:00",1617577395,"2021-04-05T00:03:15+0100",10,69,6.16,70.39,0,3.56,5.28,7.53,10,73,1014.4
"2021-04-04T23:04:15+00:00",1617577455,"2021-04-05T00:04:15+0100",10,69,6.37,70.59,13.69,3.56,5.27,7.53,10,73,1014.3
"2021-04-04T23:05:15+00:00",1617577515,"2021-04-05T00:05:15+0100",10,69,6.43,69.59,9.18,2.85,5.27,6.89,10,73,1014.2
"2021-04-04T23:06:15+00:00",1617577575,"2021-04-05T00:06:15+0100",10,69,6.66,70.29,2.58,3.56,4.78,6.89,10,73,1014.2
"2021-04-04T23:07:15+00:00",1617577635,"2021-04-05T00:07:15+0100",10,69,6.42,71.34,0,2.85,4.27,6.26,10,73,1014.2
"2021-04-04T23:08:15+00:00",1617577695,"2021-04-05T00:08:15+0100",10,69,6.2,71.89,10.68,4.28,5.74,7.53,10,73,1014.1
"2021-04-04T23:09:15+00:00",1617577755,"2021-04-05T00:09:15+0100",10,69,6.64,71.04,2.43,3.56,5.25,7.53,10,73,1014.1
"2021-04-04T23:10:15+00:00",1617577815,"2021-04-05T00:10:15+0100",10,69,6.64,71.04,1.53,3.56,5.74,9.43,10,73,1014.1
"2021-04-04T23:11:15+00:00",1617577875,"2021-04-05T00:11:15+0100",10,69,6.87,72.49,0,3.56,5.74,8.16,10,73,1014.1
"2021-04-04T23:12:15+00:00",1617577935,"2021-04-05T00:12:15+0100",10,69,6.63,72.04,3.93,2.85,3.77,5.63,10,73,1014
"2021-04-04T23:13:15+00:00",1617577995,"2021-04-05T00:13:15+0100",10,69,6.41,69.09,0,3.56,4.75,6.9,10,73,1013.9
"2021-04-04T23:14:15+00:00",1617578055,"2021-04-05T00:14:15+0100",10,69,6.79,70.49,0,3.56,4.75,6.26,10,73,1013.9
"2021-04-04T23:15:15+00:00",1617578115,"2021-04-05T00:15:15+0100",10,69,6.86,70.99,0,1.43,3.77,6.26,10,73,1014
"2021-04-04T23:17:09+00:00",1617578229,"2021-04-05T00:17:09+0100",10,69,5.97,70.69,0,2.14,4.26,6.26,10,73,1013.9
"2021-04-04T23:18:09+00:00",1617578289,"2021-04-05T00:18:09+0100",10,69,5.97,72.44,4.53,3.56,5.24,7.53,10,73,1013.9
"2021-04-04T23:19:09+00:00",1617578349,"2021-04-05T00:19:09+0100",10,69,6.19,71.14,6.93,2.85,4.75,6.9,10,73,1013.9
"2021-04-04T23:20:09+00:00",1617578409,"2021-04-05T00:20:09+0100",10,69,6.19,70.64,3.78,2.85,4.75,7.53,10,73,1013.9
"2021-04-04T23:21:09+00:00",1617578469,"2021-04-05T00:21:09+0100",10,69,6.62,71.29,16.68,2.85,5.22,6.9,10,73,1014
"2021-04-04T23:22:09+00:00",1617578529,"2021-04-05T00:22:09+0100",10,69,6.84,72.74,0,2.85,4.73,6.26,10,73,1014
"2021-04-04T23:23:09+00:00",1617578589,"2021-04-05T00:23:09+0100",10,69,6.18,68.89,0,2.14,4.73,6.26,10,73,1014
"2021-04-04T23:24:09+00:00",1617578649,"2021-04-05T00:24:09+0100",10,69,6.11,72.64,0,3.56,4.73,6.26,10,73,1014
"2021-04-04T23:25:09+00:00",1617578709,"2021-04-05T00:25:09+0100",10,69,5.96,71.94,0,2.14,3.76,5.63,10,73,1014
"2021-04-04T23:26:09+00:00",1617578769,"2021-04-05T00:26:09+0100",10,69,6.62,71.29,0,2.14,4.73,6.9,10,73,1013.9
"2021-04-04T23:27:09+00:00",1617578829,"2021-04-05T00:27:09+0100",10,69,6.1,72.39,6.77,2.85,4.72,6.26,10,73,1013.9
"2021-04-04T23:28:09+00:00",1617578889,"2021-04-05T00:28:09+0100",10,69,6.55,73.79,0,2.85,4.72,6.9,10,73,1013.8
"2021-04-04T23:29:09+00:00",1617578949,"2021-04-05T00:29:09+0100",10,69,5.95,70.44,0,2.14,4.23,5.63,10,73,1013.8
"2021-04-04T23:30:09+00:00",1617579009,"2021-04-05T00:30:09+0100",10,69,6.77,72.49,0,2.14,3.74,5,10,73,1013.8
"2021-04-04T23:31:09+00:00",1617579069,"2021-04-05T00:31:09+0100",10,69,6.32,71.09,0,2.85,4.72,7.53,10,73,1013.7
"2021-04-04T23:32:09+00:00",1617579129,"2021-04-05T00:32:09+0100",10,69,5.93,72.19,6.18,2.85,4.71,6.27,10,73,1013.7
"2021-04-04T23:33:09+00:00",1617579189,"2021-04-05T00:33:09+0100",10,69,5.72,71.99,0.03,2.85,4.72,6.9,10,73,1013.7
"2021-04-04T23:34:09+00:00",1617579249,"2021-04-05T00:34:09+0100",10,69,6.6,70.54,5.43,2.85,5.19,7.53,10,73,1013.7
"2021-04-04T23:35:09+00:00",1617579309,"2021-04-05T00:35:09+0100",10,69,5.93,73.19,6.78,2.85,4.22,5.63,10,73,1013.6
"2021-04-04T23:36:09+00:00",1617579369,"2021-04-05T00:36:09+0100",10,69,5.93,71.19,0,2.85,4.22,6.27,10,73,1013.6
"2021-04-04T23:37:09+00:00",1617579429,"2021-04-05T00:37:09+0100",10,69,6.31,69.09,5.41,2.14,4.22,6.9,10,73,1013.6
"2021-04-04T23:38:09+00:00",1617579489,"2021-04-05T00:38:09+0100",10,69,6.16,71.14,13.83,2.85,4.22,6.9,10,73,1013.6
"2021-04-04T23:39:09+00:00",1617579549,"2021-04-05T00:39:09+0100",10,69,6.16,72.64,3.78,2.14,4.22,6.27,10,73,1013.6
"2021-04-04T23:40:09+00:00",1617579609,"2021-04-05T00:40:09+0100",10,69,6.81,73.24,0,2.85,4.69,7.53,10,74,1013.6
"2021-04-04T23:41:09+00:00",1617579669,"2021-04-05T00:41:09+0100",10,69,6.37,71.59,0,2.85,4.69,6.9,10,74,1013.6
"2021-04-04T23:42:09+00:00",1617579729,"2021-04-05T00:42:09+0100",10,69,7.25,71.64,0,2.14,4.69,6.9,10,74,1013.6
"2021-04-04T23:43:09+00:00",1617579789,"2021-04-05T00:43:09+0100",10,69,6.36,71.84,8.88,2.14,4.19,6.27,10,74,1013.6
"2021-04-04T23:44:09+00:00",1617579849,"2021-04-05T00:44:09+0100",10,69,6.13,70.39,0,2.14,4.19,5.64,10,74,1013.6
"2021-04-04T23:45:09+00:00",1617579909,"2021-04-05T00:45:09+0100",10,69,6.79,71.24,9.03,2.85,4.66,6.9,10,74,1013.6
"2021-04-04T23:46:09+00:00",1617579969,"2021-04-05T00:46:09+0100",10,69,6.79,71.49,4.23,2.85,4.18,6.27,10,74,1013.6
"2021-04-04T23:47:09+00:00",1617580029,"2021-04-05T00:47:09+0100",10,69,5.46,70.79,0,2.14,3.69,5.01,10,74,1013.6
"2021-04-04T23:48:09+00:00",1617580089,"2021-04-05T00:48:09+0100",10,70,7,71.69,0.03,2.14,3.67,5.64,10,74,1013.6
"2021-04-04T23:49:09+00:00",1617580149,"2021-04-05T00:49:09+0100",10,70,6.56,71.04,9.18,2.14,4.16,6.9,10,74,1013.6
"2021-04-04T23:50:09+00:00",1617580209,"2021-04-05T00:50:09+0100",10,70,6.1,72.64,0,2.14,4.64,6.27,10,74,1013.6
"2021-04-04T23:51:09+00:00",1617580269,"2021-04-05T00:51:09+0100",10,70,6.1,71.89,1.98,2.14,4.15,5.64,10,74,1013.6
"2021-04-04T23:52:09+00:00",1617580329,"2021-04-05T00:52:09+0100",10,70,6.31,70.59,1.23,2.14,4.13,5.64,10,74,1013.6
"2021-04-04T23:53:09+00:00",1617580389,"2021-04-05T00:53:09+0100",10,70,6.75,70.49,12.48,2.14,3.65,5.64,10,74,1013.6
"2021-04-04T23:54:09+00:00",1617580449,"2021-04-05T00:54:09+0100",10,70,7.2,67.89,0.78,2.85,5.11,7.53,10,74,1013.6
"2021-04-04T23:55:09+00:00",1617580509,"2021-04-05T00:55:09+0100",10,70,6.98,66.94,6.93,2.14,4.13,5.64,10,74,1013.5
"2021-04-04T23:56:09+00:00",1617580569,"2021-04-05T00:56:09+0100",10,70,7.63,68.79,0.03,2.14,4.12,6.27,10,74,1013.5
"2021-04-04T23:57:09+00:00",1617580629,"2021-04-05T00:57:09+0100",10,70,6.97,70.94,0,2.85,4.12,5.65,10,75,1013.5
"2021-04-04T23:58:09+00:00",1617580689,"2021-04-05T00:58:09+0100",10,70,6.29,72.34,0,2.14,4.59,6.28,10,75,1013.5
