Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Darley Avenue (44)-Temp(C)-slotB,Darley Avenue (44)-Humidity(%RH)-slotB,Darley Avenue (44)-NO2(ug/m3)-slotB,Darley Avenue (44)-O3(ug/m3)-slotB,Darley Avenue (44)-NO(ug/m3)-slotB,Darley Avenue (44)-PM1(ug/m3)-slotB,Darley Avenue (44)-PM2.5(ug/m3)-slotB,Darley Avenue (44)-PM10(ug/m3)-slotB,Darley Avenue (44)-Ambient temp(C)-slotB,Darley Avenue (44)-Ambient humidity(%RH)-slotB,Darley Avenue (44)-Ambient pressure(hPa)-slotB
"2021-03-28T23:00:06+00:00",1616972406,"2021-03-29T00:00:06+0100",13,81,4.32,65.39,5.48,0,0.26,3.04,13,84,1014.6
"2021-03-28T23:01:06+00:00",1616972466,"2021-03-29T00:01:06+0100",13,81,4.55,65.84,0.6,0,0.27,3.03,13,84,1014.6
"2021-03-28T23:02:06+00:00",1616972526,"2021-03-29T00:02:06+0100",13,81,4.32,65.64,0,0,0.26,3.04,13,84,1014.6
"2021-03-28T23:03:06+00:00",1616972586,"2021-03-29T00:03:06+0100",13,81,4.1,65.44,0,0,0.26,3.04,13,84,1014.6
"2021-03-28T23:04:06+00:00",1616972646,"2021-03-29T00:04:06+0100",13,81,3.88,66.49,0,0,0.26,3.04,13,84,1014.6
"2021-03-28T23:05:06+00:00",1616972706,"2021-03-29T00:05:06+0100",13,81,4.1,65.44,0,0,0.26,3.04,13,84,1014.6
"2021-03-28T23:06:06+00:00",1616972766,"2021-03-29T00:06:06+0100",13,81,3.88,66.49,4.83,0,0.26,3.04,13,84,1014.6
"2021-03-28T23:07:06+00:00",1616972826,"2021-03-29T00:07:06+0100",13,81,3.89,66.49,0,0,0.27,3.03,13,84,1014.6
"2021-03-28T23:08:06+00:00",1616972886,"2021-03-29T00:08:06+0100",13,81,3.68,67.29,0,0,0.29,3.03,13,84,1014.6
"2021-03-28T23:09:06+00:00",1616972946,"2021-03-29T00:09:06+0100",13,81,4.78,64.54,0,0,0.29,3.03,13,84,1014.6
"2021-03-28T23:10:06+00:00",1616973006,"2021-03-29T00:10:06+0100",13,81,4.5,64.84,7.93,0,0.29,3.03,13,84,1014.6
"2021-03-28T23:11:06+00:00",1616973066,"2021-03-29T00:11:06+0100",13,81,4.5,64.09,2.71,0,0.29,3.03,13,84,1014.6
"2021-03-28T23:12:06+00:00",1616973126,"2021-03-29T00:12:06+0100",13,81,3.83,65.74,0,0,0.29,3.03,13,84,1014.7
"2021-03-28T23:13:06+00:00",1616973186,"2021-03-29T00:13:06+0100",13,81,3.9,65.24,0,0,0.29,3.03,13,84,1014.7
"2021-03-28T23:14:06+00:00",1616973246,"2021-03-29T00:14:06+0100",13,81,4.07,64.94,0,0,0.3,3.02,13,83,1014.7
"2021-03-28T23:15:06+00:00",1616973306,"2021-03-29T00:15:06+0100",13,81,4.07,64.94,5.16,0,0.3,3.02,13,83,1014.6
"2021-03-28T23:16:06+00:00",1616973366,"2021-03-29T00:16:06+0100",13,81,3.84,65.74,0,0,0.3,3.02,13,84,1014.6
"2021-03-28T23:17:06+00:00",1616973426,"2021-03-29T00:17:06+0100",13,81,4.3,63.64,8.42,0,0.31,3.02,13,83,1014.6
"2021-03-28T23:18:06+00:00",1616973486,"2021-03-29T00:18:06+0100",13,81,4.3,63.14,0,0,0.31,3.02,13,83,1014.7
"2021-03-28T23:19:06+00:00",1616973546,"2021-03-29T00:19:06+0100",13,81,4.08,64.94,1.25,0,0.31,3.02,13,83,1014.7
"2021-03-28T23:20:06+00:00",1616973606,"2021-03-29T00:20:06+0100",13,80,3.42,66.59,0,0,0.32,3.01,13,83,1014.7
"2021-03-28T23:21:06+00:00",1616973666,"2021-03-29T00:21:06+0100",13,80,4.31,65.39,0,0,0.32,3.01,13,83,1014.7
"2021-03-28T23:22:06+00:00",1616973726,"2021-03-29T00:22:06+0100",13,80,4.75,64.79,0,0,0.32,3.01,13,84,1014.7
"2021-03-28T23:23:06+00:00",1616973786,"2021-03-29T00:23:06+0100",13,80,4.31,64.14,0,0,0.32,3.01,13,84,1014.7
"2021-03-28T23:24:06+00:00",1616973846,"2021-03-29T00:24:06+0100",13,80,4.53,65.09,0,0,0.32,3.01,13,83,1014.7
"2021-03-28T23:25:06+00:00",1616973906,"2021-03-29T00:25:06+0100",13,80,4.31,64.39,1.57,0,0.32,3.01,13,83,1014.7
"2021-03-28T23:26:06+00:00",1616973966,"2021-03-29T00:26:06+0100",13,80,5.42,63.39,0,0,0.32,3.01,13,83,1014.7
"2021-03-28T23:27:06+00:00",1616974026,"2021-03-29T00:27:06+0100",13,80,3.87,64.49,0,0,0.32,3.01,13,84,1014.8
"2021-03-28T23:28:06+00:00",1616974086,"2021-03-29T00:28:06+0100",13,80,4.53,63.59,2.39,0,0.32,3.01,13,83,1014.7
"2021-03-28T23:29:06+00:00",1616974146,"2021-03-29T00:29:06+0100",13,80,4.53,64.84,0,0,0.32,3.01,13,83,1014.7
"2021-03-28T23:30:06+00:00",1616974206,"2021-03-29T00:30:06+0100",13,80,4.76,64.29,3.2,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:31:06+00:00",1616974266,"2021-03-29T00:31:06+0100",13,80,5.21,63.44,9.72,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:32:06+00:00",1616974326,"2021-03-29T00:32:06+0100",13,80,4.76,63.04,7.6,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:33:06+00:00",1616974386,"2021-03-29T00:33:06+0100",13,80,3.88,65.49,0,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:34:06+00:00",1616974446,"2021-03-29T00:34:06+0100",13,80,4.1,65.69,0,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:35:06+00:00",1616974506,"2021-03-29T00:35:06+0100",13,80,5.21,62.94,0,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:36:06+00:00",1616974566,"2021-03-29T00:36:06+0100",13,80,4.99,63.24,0,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:37:06+00:00",1616974626,"2021-03-29T00:37:06+0100",13,80,4.1,65.44,0,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:38:06+00:00",1616974686,"2021-03-29T00:38:06+0100",13,80,4.76,63.54,0,0,0.34,3.01,13,83,1014.7
"2021-03-28T23:39:06+00:00",1616974746,"2021-03-29T00:39:06+0100",13,80,4.32,64.64,0,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:40:06+00:00",1616974806,"2021-03-29T00:40:06+0100",13,80,4.54,64.34,0,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:41:06+00:00",1616974866,"2021-03-29T00:41:06+0100",13,80,4.32,64.39,0,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:42:06+00:00",1616974926,"2021-03-29T00:42:06+0100",13,80,3.43,65.09,0,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:43:06+00:00",1616974986,"2021-03-29T00:43:06+0100",13,80,4.1,64.94,0,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:44:06+00:00",1616975046,"2021-03-29T00:44:06+0100",13,80,4.54,64.59,1.74,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:45:06+00:00",1616975106,"2021-03-29T00:45:06+0100",13,80,3.88,65.49,1.41,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:46:59+00:00",1616975219,"2021-03-29T00:46:59+0100",13,80,3.88,65.74,0,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:47:59+00:00",1616975279,"2021-03-29T00:47:59+0100",13,80,4.76,65.54,3.37,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:48:59+00:00",1616975339,"2021-03-29T00:48:59+0100",13,80,3.66,65.29,0,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:49:59+00:00",1616975399,"2021-03-29T00:49:59+0100",13,80,4.1,64.19,3.37,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:50:59+00:00",1616975459,"2021-03-29T00:50:59+0100",13,80,3.43,66.09,5.32,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:51:59+00:00",1616975519,"2021-03-29T00:51:59+0100",13,80,4.03,64.44,0,0,0.34,3.01,13,83,1014.8
"2021-03-28T23:52:59+00:00",1616975579,"2021-03-29T00:52:59+0100",13,80,4.06,64.94,1.41,0,0.36,3,13,83,1014.8
"2021-03-28T23:53:59+00:00",1616975639,"2021-03-29T00:53:59+0100",13,80,4.55,64.34,0,0,0.35,3,13,83,1014.9
"2021-03-28T23:54:59+00:00",1616975699,"2021-03-29T00:54:59+0100",13,80,3.89,64.74,0.76,0,0.35,3,13,83,1014.9
"2021-03-28T23:55:59+00:00",1616975759,"2021-03-29T00:55:59+0100",13,80,4.27,63.89,0,0,0.35,3,13,83,1014.9
"2021-03-28T23:56:59+00:00",1616975819,"2021-03-29T00:56:59+0100",13,80,3.82,64.49,0,0,0.35,3,13,83,1014.9
"2021-03-28T23:57:59+00:00",1616975879,"2021-03-29T00:57:59+0100",13,80,3.61,65.29,6.31,0,0.36,3,13,83,1014.9
"2021-03-28T23:58:59+00:00",1616975939,"2021-03-29T00:58:59+0100",13,80,3.83,64.24,6.97,0,0.36,3,13,83,1014.9
"2021-03-28T23:59:59+00:00",1616975999,"2021-03-29T00:59:59+0100",13,80,4.29,62.14,0,0,0.38,2.99,13,83,1014.9
"2021-03-29T00:00:59+00:00",1616976059,"2021-03-29T01:00:59+0100",13,80,3.86,63.24,1.24,0,0.39,2.99,13,83,1014.9
"2021-03-29T00:01:59+00:00",1616976119,"2021-03-29T01:01:59+0100",13,80,4.29,63.64,0,0,0.38,2.99,13,83,1015
