Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Darley Avenue (44)-Temp(C)-slotB,Darley Avenue (44)-Humidity(%RH)-slotB,Darley Avenue (44)-NO2(ug/m3)-slotB,Darley Avenue (44)-O3(ug/m3)-slotB,Darley Avenue (44)-NO(ug/m3)-slotB,Darley Avenue (44)-PM1(ug/m3)-slotB,Darley Avenue (44)-PM2.5(ug/m3)-slotB,Darley Avenue (44)-PM10(ug/m3)-slotB,Darley Avenue (44)-Ambient temp(C)-slotB,Darley Avenue (44)-Ambient humidity(%RH)-slotB,Darley Avenue (44)-Ambient pressure(hPa)-slotB
"2021-02-01T12:28:29+00:00",1612182509,"2021-02-01T12:28:29+0000",18,57,22.27,0,9.15,0,3.37,3.37,15,59,997.9
"2021-02-01T12:29:29+00:00",1612182569,"2021-02-01T12:29:29+0000",18,57,22.37,0,0.56,0.71,3.9,3.9,16,59,998
"2021-02-01T12:30:29+00:00",1612182629,"2021-02-01T12:30:29+0000",18,56,22.33,0,10.68,0,4.44,4.44,16,59,998
"2021-02-01T12:31:29+00:00",1612182689,"2021-02-01T12:31:29+0000",18,56,22.07,0,13.23,0.71,4.48,4.48,17,59,998
"2021-02-01T12:32:29+00:00",1612182749,"2021-02-01T12:32:29+0000",18,56,21.3,0,4.39,0,3.47,3.47,17,58,998
"2021-02-01T12:33:29+00:00",1612182809,"2021-02-01T12:33:29+0000",18,56,20.83,0,0.61,0,3.51,3.51,18,58,998
"2021-02-01T12:34:29+00:00",1612182869,"2021-02-01T12:34:29+0000",19,55,19.91,0,17.4,0.71,4.59,4.59,18,58,998
"2021-02-01T12:35:29+00:00",1612182929,"2021-02-01T12:35:29+0000",19,55,19.65,0,4.37,0.71,4.11,4.11,18,57,998
"2021-02-01T12:36:29+00:00",1612182989,"2021-02-01T12:36:29+0000",19,55,19.11,0,9.54,0,3.63,3.63,18,57,998
"2021-02-01T12:37:29+00:00",1612183049,"2021-02-01T12:37:29+0000",19,54,18.2,0,12.34,0,3.67,3.67,19,57,998
"2021-02-01T12:38:29+00:00",1612183109,"2021-02-01T12:38:29+0000",19,54,17.5,0,4.23,0,3.7,3.7,19,56,998
"2021-02-01T12:39:29+00:00",1612183169,"2021-02-01T12:39:29+0000",19,54,17.47,0,7.42,0.71,4.79,4.79,19,56,998
"2021-02-01T12:40:29+00:00",1612183229,"2021-02-01T12:40:29+0000",19,54,16.04,0,6.78,0,3.78,3.78,19,56,998.1
"2021-02-01T12:41:29+00:00",1612183289,"2021-02-01T12:41:29+0000",19,53,15.85,0,19.36,0.71,4.86,4.86,19,56,998.1
"2021-02-01T12:42:29+00:00",1612183349,"2021-02-01T12:42:29+0000",19,53,14.71,0,4.49,0,4.38,4.38,19,55,998.1
"2021-02-01T12:43:29+00:00",1612183409,"2021-02-01T12:43:29+0000",20,53,14,0,6.34,0.71,4.41,4.41,19,55,998.1
"2021-02-01T12:44:29+00:00",1612183469,"2021-02-01T12:44:29+0000",20,52,13.09,0,0,0.71,4.45,4.45,19,55,998.1
"2021-02-01T12:45:29+00:00",1612183529,"2021-02-01T12:45:29+0000",20,52,12.6,0,0.93,0,4.47,4.47,20,55,998
"2021-02-01T12:46:29+00:00",1612183589,"2021-02-01T12:46:29+0000",20,52,12.35,0,0.19,0.71,4.51,4.51,20,54,998.1
"2021-02-01T12:47:29+00:00",1612183649,"2021-02-01T12:47:29+0000",20,52,11.7,0,10.34,0.71,4.54,4.54,20,54,998
"2021-02-01T12:48:29+00:00",1612183709,"2021-02-01T12:48:29+0000",20,51,10.78,0,0.85,0,4.05,4.05,20,54,998.1
"2021-02-01T12:49:29+00:00",1612183769,"2021-02-01T12:49:29+0000",20,51,10.52,0,8.52,0.71,4.6,4.6,20,54,998.1
"2021-02-01T12:50:29+00:00",1612183829,"2021-02-01T12:50:29+0000",20,51,9.89,0,3.52,0.71,5.17,5.17,20,54,998.1
"2021-02-01T12:51:29+00:00",1612183889,"2021-02-01T12:51:29+0000",20,51,9.4,0,0.98,0.71,4.67,4.67,20,53,998.1
"2021-02-01T12:52:29+00:00",1612183949,"2021-02-01T12:52:29+0000",20,51,9.14,0,5.27,0.71,4.7,4.7,20,53,998.1
"2021-02-01T12:53:29+00:00",1612184009,"2021-02-01T12:53:29+0000",20,50,8.49,0,8.28,0.71,5.25,5.25,20,53,998.1
"2021-02-01T12:54:29+00:00",1612184069,"2021-02-01T12:54:29+0000",20,50,8.23,0,7.16,0,4.75,4.75,20,53,998
"2021-02-01T12:55:29+00:00",1612184129,"2021-02-01T12:55:29+0000",20,50,7.51,0,7.24,0,4.76,4.76,20,53,998.1
"2021-02-01T12:56:29+00:00",1612184189,"2021-02-01T12:56:29+0000",20,50,7.1,0,7.64,0.71,4.8,4.8,20,53,998
"2021-02-01T12:57:29+00:00",1612184249,"2021-02-01T12:57:29+0000",20,50,6.02,0,0,0,4.3,4.3,20,52,998
"2021-02-01T12:58:29+00:00",1612184309,"2021-02-01T12:58:29+0000",21,49,6.42,0,0,0,4.32,4.32,20,52,998
"2021-02-01T12:59:29+00:00",1612184369,"2021-02-01T12:59:29+0000",21,49,5.93,0,5.58,0.71,4.88,4.88,20,52,998
"2021-02-01T13:00:29+00:00",1612184429,"2021-02-01T13:00:29+0000",21,49,5.73,0,0,0,4.9,4.9,21,52,998
"2021-02-01T13:01:29+00:00",1612184489,"2021-02-01T13:01:29+0000",21,49,5.24,0,4.64,0.71,4.93,4.93,21,52,998
"2021-02-01T13:02:29+00:00",1612184549,"2021-02-01T13:02:29+0000",21,49,3.71,0,7.69,0,4.96,4.96,21,52,998
"2021-02-01T13:03:29+00:00",1612184609,"2021-02-01T13:03:29+0000",21,48,4.62,0,6.27,0,4.45,4.45,21,51,997.9
"2021-02-01T13:04:29+00:00",1612184669,"2021-02-01T13:04:29+0000",21,48,4.58,0,0,0.71,5.54,5.54,21,51,997.9
"2021-02-01T13:05:29+00:00",1612184729,"2021-02-01T13:05:29+0000",21,48,4.37,0,3.29,0.71,5.02,5.02,21,51,997.9
"2021-02-01T13:06:29+00:00",1612184789,"2021-02-01T13:06:29+0000",21,48,3.88,0,0,0,4.51,4.51,21,51,997.9
"2021-02-01T13:07:29+00:00",1612184849,"2021-02-01T13:07:29+0000",21,48,3.68,0,0,0,4.54,4.54,21,51,997.9
"2021-02-01T13:08:29+00:00",1612184909,"2021-02-01T13:08:29+0000",21,48,3.7,0,0,0.71,5.09,5.09,21,51,997.9
"2021-02-01T13:09:29+00:00",1612184969,"2021-02-01T13:09:29+0000",21,47,3.49,0,2.75,0.71,5.1,5.1,21,51,997.9
"2021-02-01T13:10:29+00:00",1612185029,"2021-02-01T13:10:29+0000",21,47,3.21,0,0,0.71,5.65,5.65,21,51,997.9
"2021-02-01T13:11:29+00:00",1612185089,"2021-02-01T13:11:29+0000",21,47,3.01,0,4.88,0,5.14,5.14,21,50,997.9
"2021-02-01T13:12:29+00:00",1612185149,"2021-02-01T13:12:29+0000",21,47,3.02,0,0.78,0,5.15,5.15,21,50,997.9
"2021-02-01T13:13:29+00:00",1612185209,"2021-02-01T13:13:29+0000",21,47,2.97,0,0,0,4.63,4.63,21,50,997.9
"2021-02-01T13:14:29+00:00",1612185269,"2021-02-01T13:14:29+0000",21,47,2.76,0,1.88,0,4.64,4.64,21,50,997.9
"2021-02-01T13:15:29+00:00",1612185329,"2021-02-01T13:15:29+0000",21,47,2.99,0,0,0.71,5.19,5.19,21,50,997.9
"2021-02-01T13:16:29+00:00",1612185389,"2021-02-01T13:16:29+0000",21,47,2.71,0,6.9,0.71,5.74,5.74,21,50,997.9
"2021-02-01T13:17:29+00:00",1612185449,"2021-02-01T13:17:29+0000",21,47,2.5,0,8.34,0.71,5.75,5.75,21,50,997.9
"2021-02-01T13:18:29+00:00",1612185509,"2021-02-01T13:18:29+0000",21,46,2.29,0,4.63,0,5.23,5.23,21,50,997.9
"2021-02-01T13:19:29+00:00",1612185569,"2021-02-01T13:19:29+0000",21,46,2.3,0,0,0,4.71,4.71,21,50,997.9
"2021-02-01T13:20:29+00:00",1612185629,"2021-02-01T13:20:29+0000",21,46,2.47,0,5.13,0,4.72,4.72,21,50,997.9
"2021-02-01T13:21:29+00:00",1612185689,"2021-02-01T13:21:29+0000",21,46,2.48,0,0,0.71,5.27,5.27,21,50,997.9
"2021-02-01T13:22:29+00:00",1612185749,"2021-02-01T13:22:29+0000",21,46,2.05,0,4.3,0.71,5.82,5.82,21,50,997.8
"2021-02-01T13:23:29+00:00",1612185809,"2021-02-01T13:23:29+0000",21,46,2.51,0,15.04,0.71,5.83,5.83,21,49,997.8
"2021-02-01T13:24:29+00:00",1612185869,"2021-02-01T13:24:29+0000",21,46,2.06,0,0,0.71,5.83,5.83,21,49,997.8
"2021-02-01T13:25:29+00:00",1612185929,"2021-02-01T13:25:29+0000",21,46,2.31,0,0.17,0.71,5.86,5.86,21,49,997.7
"2021-02-01T13:26:29+00:00",1612185989,"2021-02-01T13:26:29+0000",21,46,2.24,0,13.91,0,5.32,5.32,21,49,997.6
"2021-02-01T13:28:39+00:00",1612186119,"2021-02-01T13:28:39+0000",21,46,0,0,0,0.71,5.31,5.31,21,49,997.7
"2021-02-01T13:29:40+00:00",1612186180,"2021-02-01T13:29:40+0000",21,46,1.8,0,10.18,0.71,5.32,5.32,21,49,997.6
"2021-02-01T13:30:40+00:00",1612186240,"2021-02-01T13:30:40+0000",21,46,2.25,0,0,0,5.34,5.34,21,49,997.6
"2021-02-01T13:31:40+00:00",1612186300,"2021-02-01T13:31:40+0000",21,45,2.72,0,6.87,0.71,5.9,5.9,21,49,997.6
"2021-02-01T13:32:40+00:00",1612186360,"2021-02-01T13:32:40+0000",22,45,2.66,0,0,0.71,5.91,5.91,21,49,997.6
"2021-02-01T13:33:40+00:00",1612186420,"2021-02-01T13:33:40+0000",22,45,2.9,0,0.73,0,5.39,5.39,21,49,997.6
"2021-02-01T13:34:40+00:00",1612186480,"2021-02-01T13:34:40+0000",22,45,2.9,0,10.07,0,4.85,4.85,21,49,997.6
