Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Manchester City Council - Chorlton,Chorlton Place,2021,April,14,Saturday,10 Apr 2021,,1769,1925,3694,1769,1925,3694,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,14,Sunday,11 Apr 2021,,1010,1117,2127,1010,1117,2127,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,15,Monday,12 Apr 2021,,2093,2472,4565,2093,2472,4565,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,15,Tuesday,13 Apr 2021,,1456,1666,3122,1456,1666,3122,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,15,Wednesday,14 Apr 2021,,1437,1635,3072,1437,1635,3072,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,15,Thursday,15 Apr 2021,,2060,2322,4382,2060,2322,4382,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,15,Friday,16 Apr 2021,,2104,2340,4444,2104,2340,4444,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,15,Saturday,17 Apr 2021,,2499,2675,5174,2499,2675,5174,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,15,Sunday,18 Apr 2021,,927,991,1918,927,991,1918,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,16,Monday,19 Apr 2021,,1724,2034,3758,1724,2034,3758,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,16,Tuesday,20 Apr 2021,,1484,1672,3156,1484,1672,3156,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,16,Wednesday,21 Apr 2021,,1268,1368,2636,1268,1368,2636,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,16,Thursday,22 Apr 2021,,1892,2157,4049,1892,2157,4049,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,16,Friday,23 Apr 2021,,2021,2342,4363,2021,2342,4363,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,16,Saturday,24 Apr 2021,,2368,2503,4871,2368,2503,4871,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,16,Sunday,25 Apr 2021,,1043,1262,2305,1043,1262,2305,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,17,Monday,26 Apr 2021,,1470,1675,3145,1470,1675,3145,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,17,Tuesday,27 Apr 2021,,1104,1234,2338,1104,1234,2338,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,17,Wednesday,28 Apr 2021,,1209,1358,2567,1209,1358,2567,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,17,Thursday,29 Apr 2021,,1367,1514,2881,1367,1514,2881,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,17,Friday,30 Apr 2021,,1581,1670,3251,1581,1670,3251,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,17,Saturday,01 May 2021,,1869,1955,3824,1869,1955,3824,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,April,17,Sunday,02 May 2021,,865,920,1785,865,920,1785,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,18,Monday,03 May 2021,,786,847,1633,786,847,1633,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,18,Tuesday,04 May 2021,,1247,1425,2672,1247,1425,2672,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,18,Wednesday,05 May 2021,,1359,1546,2905,1359,1546,2905,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,18,Thursday,06 May 2021,,1380,1542,2922,1380,1542,2922,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,18,Friday,07 May 2021,,1642,1882,3524,1642,1882,3524,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,18,Saturday,08 May 2021,,1970,1951,3921,1970,1951,3921,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,18,Sunday,09 May 2021,,723,844,1567,723,844,1567,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,19,Monday,10 May 2021,,1245,1447,2692,1245,1447,2692,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,19,Tuesday,11 May 2021,,1265,1409,2674,1265,1409,2674,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,19,Wednesday,12 May 2021,,1416,1530,2946,1416,1530,2946,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,19,Thursday,13 May 2021,,1320,1444,2764,1320,1444,2764,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,19,Friday,14 May 2021,,1559,1637,3196,1559,1637,3196,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,19,Saturday,15 May 2021,,2012,2162,4174,2012,2162,4174,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,19,Sunday,16 May 2021,,974,1132,2106,974,1132,2106,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,20,Monday,17 May 2021,,1258,1452,2710,1258,1452,2710,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,20,Tuesday,18 May 2021,,1578,1651,3229,1578,1651,3229,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,20,Wednesday,19 May 2021,,1422,1539,2961,1422,1539,2961,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,20,Thursday,20 May 2021,,1341,1436,2777,1341,1436,2777,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,20,Friday,21 May 2021,,1637,1855,3492,1637,1855,3492,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,20,Saturday,22 May 2021,,1961,2037,3998,1961,2037,3998,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,20,Sunday,23 May 2021,,889,929,1818,889,929,1818,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,21,Monday,24 May 2021,,1212,1353,2565,1212,1353,2565,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,21,Tuesday,25 May 2021,,1241,1341,2582,1241,1341,2582,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,21,Wednesday,26 May 2021,,1327,1434,2761,1327,1434,2761,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,21,Thursday,27 May 2021,,1394,1573,2967,1394,1573,2967,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,21,Friday,28 May 2021,,1618,1716,3334,1618,1716,3334,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,21,Saturday,29 May 2021,,1717,1817,3534,1717,1817,3534,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,May,21,Sunday,30 May 2021,,1095,1184,2279,1095,1184,2279,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,22,Monday,31 May 2021,,1283,1278,2561,1283,1278,2561,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,22,Tuesday,01 Jun 2021,,1590,1736,3326,1590,1736,3326,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,22,Wednesday,02 Jun 2021,,1543,1724,3267,1543,1724,3267,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,22,Thursday,03 Jun 2021,,1507,1512,3019,1507,1512,3019,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,22,Friday,04 Jun 2021,,1792,2008,3800,1792,2008,3800,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,22,Saturday,05 Jun 2021,,2003,2093,4096,2003,2093,4096,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,22,Sunday,06 Jun 2021,,841,910,1751,841,910,1751,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,23,Monday,07 Jun 2021,,1261,1401,2662,1261,1401,2662,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,23,Tuesday,08 Jun 2021,,1511,1650,3161,1511,1650,3161,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,23,Wednesday,09 Jun 2021,,1318,1403,2721,1318,1403,2721,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,23,Thursday,10 Jun 2021,,1297,1371,2668,1297,1371,2668,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,23,Friday,11 Jun 2021,,1580,1671,3251,1580,1671,3251,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,23,Saturday,12 Jun 2021,,2054,2151,4205,2054,2151,4205,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,23,Sunday,13 Jun 2021,,817,912,1729,817,912,1729,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,24,Monday,14 Jun 2021,,1293,1403,2696,1293,1403,2696,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,24,Tuesday,15 Jun 2021,,1467,1642,3109,1467,1642,3109,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,24,Wednesday,16 Jun 2021,,1346,1482,2828,1346,1482,2828,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,24,Thursday,17 Jun 2021,,1382,1525,2907,1382,1525,2907,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,24,Friday,18 Jun 2021,,1559,1740,3299,1559,1740,3299,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,24,Saturday,19 Jun 2021,,2126,2210,4336,2126,2210,4336,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,24,Sunday,20 Jun 2021,,887,969,1856,887,969,1856,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,25,Monday,21 Jun 2021,,1179,1289,2468,1179,1289,2468,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,25,Tuesday,22 Jun 2021,,1528,1620,3148,1528,1620,3148,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,25,Wednesday,23 Jun 2021,,1370,1517,2887,1370,1517,2887,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,25,Thursday,24 Jun 2021,,1213,1245,2458,1213,1245,2458,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,25,Friday,25 Jun 2021,,1614,1707,3321,1614,1707,3321,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,25,Saturday,26 Jun 2021,,1945,2100,4045,1945,2100,4045,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,25,Sunday,27 Jun 2021,,837,868,1705,837,868,1705,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,26,Monday,28 Jun 2021,,1238,1268,2506,1238,1268,2506,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,26,Tuesday,29 Jun 2021,,1503,1624,3127,1503,1624,3127,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,26,Wednesday,30 Jun 2021,,991,1225,2216,991,1225,2216,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,26,Thursday,01 Jul 2021,,1440,1589,3029,1440,1589,3029,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,26,Friday,02 Jul 2021,,1501,1609,3110,1501,1609,3110,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,26,Saturday,03 Jul 2021,,1816,1907,3723,1816,1907,3723,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,June,26,Sunday,04 Jul 2021,,932,956,1888,932,956,1888,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,27,Monday,05 Jul 2021,,1178,1307,2485,1178,1307,2485,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,27,Tuesday,06 Jul 2021,,1278,1456,2734,1278,1456,2734,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,27,Wednesday,07 Jul 2021,,1412,1564,2976,1412,1564,2976,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,27,Thursday,08 Jul 2021,,1484,1632,3116,1484,1632,3116,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,27,Friday,09 Jul 2021,,1537,1672,3209,1537,1672,3209,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,27,Saturday,10 Jul 2021,,1727,1815,3542,1727,1815,3542,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,27,Sunday,11 Jul 2021,,992,1153,2145,992,1153,2145,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,28,Monday,12 Jul 2021,,1383,1417,2800,1383,1417,2800,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,28,Tuesday,13 Jul 2021,,1282,1391,2673,1282,1391,2673,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,28,Wednesday,14 Jul 2021,,1320,1513,2833,1320,1513,2833,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,28,Thursday,15 Jul 2021,,1596,1795,3391,1596,1795,3391,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,28,Friday,16 Jul 2021,,1490,1702,3192,1490,1702,3192,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,28,Saturday,17 Jul 2021,,1948,2141,4089,1948,2141,4089,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,28,Sunday,18 Jul 2021,,954,1068,2022,954,1068,2022,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,29,Monday,19 Jul 2021,,1451,1535,2986,1451,1535,2986,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,29,Tuesday,20 Jul 2021,,1473,1546,3019,1473,1546,3019,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,29,Wednesday,21 Jul 2021,,1331,1489,2820,1331,1489,2820,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,29,Thursday,22 Jul 2021,,1501,1697,3198,1501,1697,3198,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,29,Friday,23 Jul 2021,,1625,1864,3489,1625,1864,3489,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,29,Saturday,24 Jul 2021,,1659,1892,3551,1659,1892,3551,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,29,Sunday,25 Jul 2021,,915,1003,1918,915,1003,1918,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,30,Monday,26 Jul 2021,,1422,1509,2931,1422,1509,2931,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,30,Tuesday,27 Jul 2021,,1259,1375,2634,1259,1375,2634,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,30,Wednesday,28 Jul 2021,,1214,1358,2572,1214,1358,2572,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,30,Thursday,29 Jul 2021,,1440,1627,3067,1440,1627,3067,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,30,Friday,30 Jul 2021,,1531,1698,3229,1531,1698,3229,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,30,Saturday,31 Jul 2021,,1575,1726,3301,1575,1726,3301,No Group
Manchester City Council - Chorlton,Chorlton Place,2021,July,30,Sunday,01 Aug 2021,,849,952,1801,849,952,1801,No Group
