Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Manchester City Council - Chorlton,Chorlton Place,2018,November,47,Monday,19 Nov 2018,,1351,1866,3217,1351,1866,3217,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,47,Tuesday,20 Nov 2018,,1695,2209,3904,1695,2209,3904,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,47,Wednesday,21 Nov 2018,,1501,1857,3358,1501,1857,3358,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,47,Thursday,22 Nov 2018,,1539,1806,3345,1539,1806,3345,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,47,Friday,23 Nov 2018,,1795,2083,3878,1795,2083,3878,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,47,Saturday,24 Nov 2018,,2365,2807,5172,2365,2807,5172,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,47,Sunday,25 Nov 2018,,1177,1763,2940,1177,1763,2940,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,48,Monday,26 Nov 2018,,1547,1720,3267,1547,1720,3267,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,48,Tuesday,27 Nov 2018,,1520,1954,3474,1520,1954,3474,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,48,Wednesday,28 Nov 2018,,1702,2254,3956,1702,2254,3956,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,48,Thursday,29 Nov 2018,,1489,1869,3358,1489,1869,3358,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,48,Friday,30 Nov 2018,,1843,2186,4029,1843,2186,4029,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,48,Saturday,01 Dec 2018,,2471,2986,5457,2471,2986,5457,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,48,Sunday,02 Dec 2018,,1210,1645,2855,1210,1645,2855,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,49,Monday,03 Dec 2018,,1104,1582,2686,1104,1582,2686,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,49,Tuesday,04 Dec 2018,,1961,2433,4394,1961,2433,4394,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,49,Wednesday,05 Dec 2018,,1439,2030,3469,1439,2030,3469,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,49,Thursday,06 Dec 2018,,1848,2363,4211,1848,2363,4211,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,49,Friday,07 Dec 2018,,2059,2414,4473,2059,2414,4473,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,49,Saturday,08 Dec 2018,,2540,3209,5749,2540,3209,5749,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,49,Sunday,09 Dec 2018,,1147,1741,2888,1147,1741,2888,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,50,Monday,10 Dec 2018,,1536,2017,3553,1536,2017,3553,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,50,Tuesday,11 Dec 2018,,1865,2272,4137,1865,2272,4137,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,50,Wednesday,12 Dec 2018,,1853,2480,4333,1853,2480,4333,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,50,Thursday,13 Dec 2018,,1954,2202,4156,1954,2202,4156,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,50,Friday,14 Dec 2018,,2457,2605,5062,2457,2605,5062,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,50,Saturday,15 Dec 2018,,2071,2837,4908,2071,2837,4908,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,50,Sunday,16 Dec 2018,,1248,1726,2974,1248,1726,2974,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,51,Monday,17 Dec 2018,,2145,2937,5082,2145,2937,5082,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,51,Tuesday,18 Dec 2018,,2086,2315,4401,2086,2315,4401,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,51,Wednesday,19 Dec 2018,,2540,3627,6167,2540,3627,6167,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,51,Thursday,20 Dec 2018,,2073,2422,4495,2073,2422,4495,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,51,Friday,21 Dec 2018,,2499,3082,5581,2499,3082,5581,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,51,Saturday,22 Dec 2018,,2769,3182,5951,2769,3182,5951,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,51,Sunday,23 Dec 2018,,1251,1761,3012,1251,1761,3012,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,52,Monday,24 Dec 2018,,3053,4343,7396,3053,4343,7396,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,52,Tuesday,25 Dec 2018,,237,241,478,237,241,478,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,52,Wednesday,26 Dec 2018,,849,1077,1926,849,1077,1926,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,52,Thursday,27 Dec 2018,,1334,1481,2815,1334,1481,2815,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,52,Friday,28 Dec 2018,,1616,1746,3362,1616,1746,3362,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,52,Saturday,29 Dec 2018,,1997,2283,4280,1997,2283,4280,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,December,52,Sunday,30 Dec 2018,,1179,1310,2489,1179,1310,2489,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,January,1,Monday,31 Dec 2018,,1942,2131,4073,1942,2131,4073,No Group
