Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Manchester City Council - Chorlton,Chorlton Place,2018,May,21,Thursday,24 May 2018,,1732,2094,3826,1732,2094,3826,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,May,21,Friday,25 May 2018,,1970,2314,4284,1970,2314,4284,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,May,21,Saturday,26 May 2018,,2553,2801,5354,2553,2801,5354,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,May,21,Sunday,27 May 2018,,1203,1415,2618,1203,1415,2618,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,22,Monday,28 May 2018,,1357,1468,2825,1357,1468,2825,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,22,Tuesday,29 May 2018,,1882,2131,4013,1882,2131,4013,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,22,Wednesday,30 May 2018,,1599,1799,3398,1599,1799,3398,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,22,Thursday,31 May 2018,,1627,1890,3517,1627,1890,3517,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,22,Friday,01 Jun 2018,,1910,2287,4197,1910,2287,4197,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,22,Saturday,02 Jun 2018,,2125,2302,4427,2125,2302,4427,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,22,Sunday,03 Jun 2018,,1251,1387,2638,1251,1387,2638,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,23,Monday,04 Jun 2018,,1715,1950,3665,1715,1950,3665,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,23,Tuesday,05 Jun 2018,,1961,2334,4295,1961,2334,4295,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,23,Wednesday,06 Jun 2018,,1683,1983,3666,1683,1983,3666,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,23,Thursday,07 Jun 2018,,1902,2239,4141,1902,2239,4141,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,23,Friday,08 Jun 2018,,1840,2132,3972,1840,2132,3972,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,23,Saturday,09 Jun 2018,,2332,2551,4883,2332,2551,4883,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,23,Sunday,10 Jun 2018,,1319,1467,2786,1319,1467,2786,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,24,Monday,11 Jun 2018,,1761,2009,3770,1761,2009,3770,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,24,Tuesday,12 Jun 2018,,1807,2111,3918,1807,2111,3918,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,24,Wednesday,13 Jun 2018,,1720,2047,3767,1720,2047,3767,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,24,Thursday,14 Jun 2018,,1655,1920,3575,1655,1920,3575,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,24,Friday,15 Jun 2018,,1922,2125,4047,1922,2125,4047,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,24,Saturday,16 Jun 2018,,2286,2669,4955,2286,2669,4955,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,24,Sunday,17 Jun 2018,,1100,1263,2363,1100,1263,2363,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,25,Monday,18 Jun 2018,,1668,1851,3519,1668,1851,3519,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,25,Tuesday,19 Jun 2018,,1667,1947,3614,1667,1947,3614,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,25,Wednesday,20 Jun 2018,,1645,1872,3517,1645,1872,3517,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,25,Thursday,21 Jun 2018,,1834,2160,3994,1834,2160,3994,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,25,Friday,22 Jun 2018,,2080,2371,4451,2080,2371,4451,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,25,Saturday,23 Jun 2018,,2599,2894,5493,2599,2894,5493,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,25,Sunday,24 Jun 2018,,1469,1634,3103,1469,1634,3103,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,26,Monday,25 Jun 2018,,1750,2118,3868,1750,2118,3868,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,26,Tuesday,26 Jun 2018,,1792,1988,3780,1792,1988,3780,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,26,Wednesday,27 Jun 2018,,1787,2005,3792,1787,2005,3792,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,26,Thursday,28 Jun 2018,,2115,2423,4538,2115,2423,4538,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,26,Friday,29 Jun 2018,,2067,2470,4537,2067,2470,4537,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,26,Saturday,30 Jun 2018,,2534,2924,5458,2534,2924,5458,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,June,26,Sunday,01 Jul 2018,,1221,1408,2629,1221,1408,2629,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,27,Monday,02 Jul 2018,,1744,2040,3784,1744,2040,3784,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,27,Tuesday,03 Jul 2018,,1933,2294,4227,1933,2294,4227,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,27,Wednesday,04 Jul 2018,,1849,2178,4027,1849,2178,4027,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,27,Thursday,05 Jul 2018,,1834,2196,4030,1834,2196,4030,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,27,Friday,06 Jul 2018,,2065,2368,4433,2065,2368,4433,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,27,Saturday,07 Jul 2018,,2505,2687,5192,2505,2687,5192,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,27,Sunday,08 Jul 2018,,1112,1278,2390,1112,1278,2390,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,28,Monday,09 Jul 2018,,1585,1807,3392,1585,1807,3392,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,28,Tuesday,10 Jul 2018,,2020,2269,4289,2020,2269,4289,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,28,Wednesday,11 Jul 2018,,1957,2250,4207,1957,2250,4207,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,28,Thursday,12 Jul 2018,,1624,1939,3563,1624,1939,3563,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,28,Friday,13 Jul 2018,,2074,2314,4388,2074,2314,4388,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,28,Saturday,14 Jul 2018,,2623,2840,5463,2623,2840,5463,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,28,Sunday,15 Jul 2018,,1301,1407,2708,1301,1407,2708,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,29,Monday,16 Jul 2018,,1595,1846,3441,1595,1846,3441,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,29,Tuesday,17 Jul 2018,,1774,1910,3684,1774,1910,3684,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,29,Wednesday,18 Jul 2018,,1774,2015,3789,1774,2015,3789,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,29,Thursday,19 Jul 2018,,1847,2131,3978,1847,2131,3978,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,29,Friday,20 Jul 2018,,1868,2216,4084,1868,2216,4084,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,29,Saturday,21 Jul 2018,,2128,2381,4509,2128,2381,4509,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,29,Sunday,22 Jul 2018,,1010,1192,2202,1010,1192,2202,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,30,Monday,23 Jul 2018,,1582,1775,3357,1582,1775,3357,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,30,Tuesday,24 Jul 2018,,1617,1773,3390,1617,1773,3390,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,30,Wednesday,25 Jul 2018,,1926,2210,4136,1926,2210,4136,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,30,Thursday,26 Jul 2018,,1764,2017,3781,1764,2017,3781,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,30,Friday,27 Jul 2018,,2042,2322,4364,2042,2322,4364,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,30,Saturday,28 Jul 2018,,2186,2365,4551,2186,2365,4551,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,July,30,Sunday,29 Jul 2018,,1126,1380,2506,1126,1380,2506,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,31,Monday,30 Jul 2018,,1618,1900,3518,1618,1900,3518,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,31,Tuesday,31 Jul 2018,,1664,1932,3596,1664,1932,3596,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,31,Wednesday,01 Aug 2018,,1702,1930,3632,1702,1930,3632,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,31,Thursday,02 Aug 2018,,1822,2026,3848,1822,2026,3848,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,31,Friday,03 Aug 2018,,1963,2168,4131,1963,2168,4131,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,31,Saturday,04 Aug 2018,,2481,2615,5096,2481,2615,5096,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,31,Sunday,05 Aug 2018,,1220,1331,2551,1220,1331,2551,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,32,Monday,06 Aug 2018,,1616,1825,3441,1616,1825,3441,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,32,Tuesday,07 Aug 2018,,1706,1912,3618,1706,1912,3618,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,32,Wednesday,08 Aug 2018,,1618,1858,3476,1618,1858,3476,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,32,Thursday,09 Aug 2018,,1889,2167,4056,1889,2167,4056,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,32,Friday,10 Aug 2018,,2011,2306,4317,2011,2306,4317,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,32,Saturday,11 Aug 2018,,2519,2656,5175,2519,2656,5175,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,32,Sunday,12 Aug 2018,,1087,1311,2398,1087,1311,2398,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,33,Monday,13 Aug 2018,,2019,2007,4026,2019,2007,4026,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,33,Tuesday,14 Aug 2018,,1620,1839,3459,1620,1839,3459,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,33,Wednesday,15 Aug 2018,,1560,1748,3308,1560,1748,3308,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,33,Thursday,16 Aug 2018,,1735,2191,3926,1735,2191,3926,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,33,Friday,17 Aug 2018,,1828,2067,3895,1828,2067,3895,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,33,Saturday,18 Aug 2018,,2265,2529,4794,2265,2529,4794,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,33,Sunday,19 Aug 2018,,1038,1210,2248,1038,1210,2248,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,34,Monday,20 Aug 2018,,1532,1681,3213,1532,1681,3213,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,34,Tuesday,21 Aug 2018,,1671,1883,3554,1671,1883,3554,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,34,Wednesday,22 Aug 2018,,1693,1945,3638,1693,1945,3638,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,34,Thursday,23 Aug 2018,,1762,2067,3829,1762,2067,3829,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,34,Friday,24 Aug 2018,,2329,2546,4875,2329,2546,4875,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,34,Saturday,25 Aug 2018,,2453,2641,5094,2453,2641,5094,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,August,34,Sunday,26 Aug 2018,,1214,1618,2832,1214,1618,2832,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,35,Monday,27 Aug 2018,,1093,1304,2397,1093,1304,2397,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,35,Tuesday,28 Aug 2018,,1741,1979,3720,1741,1979,3720,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,35,Wednesday,29 Aug 2018,,1746,1930,3676,1746,1930,3676,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,35,Thursday,30 Aug 2018,,1904,2189,4093,1904,2189,4093,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,35,Friday,31 Aug 2018,,2293,2568,4861,2293,2568,4861,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,35,Saturday,01 Sep 2018,,2606,2873,5479,2606,2873,5479,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,35,Sunday,02 Sep 2018,,1232,1519,2751,1232,1519,2751,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,36,Monday,03 Sep 2018,,1643,1844,3487,1643,1844,3487,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,36,Tuesday,04 Sep 2018,,1909,2085,3994,1909,2085,3994,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,36,Wednesday,05 Sep 2018,,1840,2235,4075,1840,2235,4075,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,36,Thursday,06 Sep 2018,,1657,1892,3549,1657,1892,3549,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,36,Friday,07 Sep 2018,,1793,2105,3898,1793,2105,3898,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,36,Saturday,08 Sep 2018,,2386,2745,5131,2386,2745,5131,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,36,Sunday,09 Sep 2018,,1091,1223,2314,1091,1223,2314,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,37,Monday,10 Sep 2018,,1583,1811,3394,1583,1811,3394,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,37,Tuesday,11 Sep 2018,,1663,1973,3636,1663,1973,3636,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,37,Wednesday,12 Sep 2018,,1729,2130,3859,1729,2130,3859,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,37,Thursday,13 Sep 2018,,1760,2128,3888,1760,2128,3888,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,37,Friday,14 Sep 2018,,1937,2299,4236,1937,2299,4236,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,37,Saturday,15 Sep 2018,,2530,2772,5302,2530,2772,5302,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,37,Sunday,16 Sep 2018,,1195,1401,2596,1195,1401,2596,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,38,Monday,17 Sep 2018,,1776,2135,3911,1776,2135,3911,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,38,Tuesday,18 Sep 2018,,1789,2146,3935,1789,2146,3935,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,38,Wednesday,19 Sep 2018,,1611,1935,3546,1611,1935,3546,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,38,Thursday,20 Sep 2018,,1558,1838,3396,1558,1838,3396,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,38,Friday,21 Sep 2018,,1960,2331,4291,1960,2331,4291,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,38,Saturday,22 Sep 2018,,2303,2578,4881,2303,2578,4881,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,38,Sunday,23 Sep 2018,,1284,1509,2793,1284,1509,2793,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,39,Monday,24 Sep 2018,,1693,2065,3758,1693,2065,3758,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,39,Tuesday,25 Sep 2018,,2001,2411,4412,2001,2411,4412,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,39,Wednesday,26 Sep 2018,,1706,1937,3643,1706,1937,3643,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,39,Thursday,27 Sep 2018,,1722,2103,3825,1722,2103,3825,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,39,Friday,28 Sep 2018,,2337,3172,5509,2337,3172,5509,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,39,Saturday,29 Sep 2018,,2914,3327,6241,2914,3327,6241,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,September,39,Sunday,30 Sep 2018,,1012,1308,2320,1012,1308,2320,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,40,Monday,01 Oct 2018,,1590,1954,3544,1590,1954,3544,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,40,Tuesday,02 Oct 2018,,1732,1887,3619,1732,1887,3619,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,40,Wednesday,03 Oct 2018,,1635,1830,3465,1635,1830,3465,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,40,Thursday,04 Oct 2018,,1530,1707,3237,1530,1707,3237,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,40,Friday,05 Oct 2018,,1935,2245,4180,1935,2245,4180,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,40,Saturday,06 Oct 2018,,2347,2701,5048,2347,2701,5048,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,40,Sunday,07 Oct 2018,,1131,1475,2606,1131,1475,2606,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,41,Monday,08 Oct 2018,,1446,1760,3206,1446,1760,3206,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,41,Tuesday,09 Oct 2018,,2107,2886,4993,2107,2886,4993,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,41,Wednesday,10 Oct 2018,,2046,2983,5029,2046,2983,5029,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,41,Thursday,11 Oct 2018,,1613,2041,3654,1613,2041,3654,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,41,Friday,12 Oct 2018,,1785,2117,3902,1785,2117,3902,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,41,Saturday,13 Oct 2018,,2526,3000,5526,2526,3000,5526,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,41,Sunday,14 Oct 2018,,1143,1467,2610,1143,1467,2610,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,42,Monday,15 Oct 2018,,1529,1711,3240,1529,1711,3240,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,42,Tuesday,16 Oct 2018,,1574,1814,3388,1574,1814,3388,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,42,Wednesday,17 Oct 2018,,1673,2027,3700,1673,2027,3700,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,42,Thursday,18 Oct 2018,,2123,3227,5350,2123,3227,5350,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,42,Friday,19 Oct 2018,,2307,2932,5239,2307,2932,5239,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,42,Saturday,20 Oct 2018,,2724,3171,5895,2724,3171,5895,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,42,Sunday,21 Oct 2018,,989,1244,2233,989,1244,2233,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,43,Monday,22 Oct 2018,,1890,2701,4591,1890,2701,4591,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,43,Tuesday,23 Oct 2018,,1804,1905,3709,1804,1905,3709,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,43,Wednesday,24 Oct 2018,,1545,1858,3403,1545,1858,3403,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,43,Thursday,25 Oct 2018,,1642,1869,3511,1642,1869,3511,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,43,Friday,26 Oct 2018,,2152,2555,4707,2152,2555,4707,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,43,Saturday,27 Oct 2018,,2119,2378,4497,2119,2378,4497,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,October,43,Sunday,28 Oct 2018,,1212,1593,2805,1212,1593,2805,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,44,Monday,29 Oct 2018,,1892,3013,4905,1892,3013,4905,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,44,Tuesday,30 Oct 2018,,1487,1908,3395,1487,1908,3395,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,44,Wednesday,31 Oct 2018,,1714,2197,3911,1714,2197,3911,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,44,Thursday,01 Nov 2018,,1686,2085,3771,1686,2085,3771,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,44,Friday,02 Nov 2018,,2335,3446,5781,2335,3446,5781,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,44,Saturday,03 Nov 2018,,2323,2733,5056,2323,2733,5056,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,44,Sunday,04 Nov 2018,,1070,1227,2297,1070,1227,2297,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,45,Monday,05 Nov 2018,,1546,1744,3290,1546,1744,3290,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,45,Tuesday,06 Nov 2018,,1647,1921,3568,1647,1921,3568,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,45,Wednesday,07 Nov 2018,,1823,2039,3862,1823,2039,3862,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,45,Thursday,08 Nov 2018,,1817,2091,3908,1817,2091,3908,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,45,Friday,09 Nov 2018,,1716,2051,3767,1716,2051,3767,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,45,Saturday,10 Nov 2018,,2387,2724,5111,2387,2724,5111,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,45,Sunday,11 Nov 2018,,1760,1854,3614,1760,1854,3614,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,46,Monday,12 Nov 2018,,1663,2286,3949,1663,2286,3949,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,46,Tuesday,13 Nov 2018,,1631,1970,3601,1631,1970,3601,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,46,Wednesday,14 Nov 2018,,1596,1844,3440,1596,1844,3440,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,46,Thursday,15 Nov 2018,,2279,3554,5833,2279,3554,5833,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,46,Friday,16 Nov 2018,,1806,2017,3823,1806,2017,3823,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,46,Saturday,17 Nov 2018,,2494,2872,5366,2494,2872,5366,No Group
Manchester City Council - Chorlton,Chorlton Place,2018,November,46,Sunday,18 Nov 2018,,1371,2421,3792,1371,2421,3792,No Group
