Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Manchester City Council - Chorlton,Chorlton Place,2019,February,5,Thursday,31 Jan 2019,,1582,1789,3371,1582,1789,3371,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,5,Friday,01 Feb 2019,,2041,2380,4421,2041,2380,4421,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,5,Saturday,02 Feb 2019,,3263,4240,7503,3263,4240,7503,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,5,Sunday,03 Feb 2019,,1089,1316,2405,1089,1316,2405,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,6,Monday,04 Feb 2019,,1978,2799,4777,1978,2799,4777,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,6,Tuesday,05 Feb 2019,,1642,1974,3616,1642,1974,3616,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,6,Wednesday,06 Feb 2019,,1812,1918,3730,1812,1918,3730,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,6,Thursday,07 Feb 2019,,1817,2054,3871,1817,2054,3871,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,6,Friday,08 Feb 2019,,2120,2404,4524,2120,2404,4524,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,6,Saturday,09 Feb 2019,,2432,2657,5089,2432,2657,5089,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,6,Sunday,10 Feb 2019,,1207,1482,2689,1207,1482,2689,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,7,Monday,11 Feb 2019,,2236,3241,5477,2236,3241,5477,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,7,Tuesday,12 Feb 2019,,1835,1958,3793,1835,1958,3793,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,7,Wednesday,13 Feb 2019,,2002,2243,4245,2002,2243,4245,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,7,Thursday,14 Feb 2019,,1849,2051,3900,1849,2051,3900,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,7,Friday,15 Feb 2019,,3161,4218,7379,3161,4218,7379,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,7,Saturday,16 Feb 2019,,3497,4253,7750,3497,4253,7750,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,7,Sunday,17 Feb 2019,,1247,1476,2723,1247,1476,2723,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,8,Monday,18 Feb 2019,,1645,1907,3552,1645,1907,3552,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,8,Tuesday,19 Feb 2019,,1768,1881,3649,1768,1881,3649,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,8,Wednesday,20 Feb 2019,,1848,1921,3769,1848,1921,3769,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,8,Thursday,21 Feb 2019,,2174,3082,5256,2174,3082,5256,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,8,Friday,22 Feb 2019,,2849,3944,6793,2849,3944,6793,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,8,Saturday,23 Feb 2019,,3686,5034,8720,3686,5034,8720,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,February,8,Sunday,24 Feb 2019,,2096,3125,5221,2096,3125,5221,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,9,Monday,25 Feb 2019,,2906,4107,7013,2906,4107,7013,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,9,Tuesday,26 Feb 2019,,2957,4320,7277,2957,4320,7277,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,9,Wednesday,27 Feb 2019,,2948,4242,7190,2948,4242,7190,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,9,Thursday,28 Feb 2019,,1594,1850,3444,1594,1850,3444,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,9,Friday,01 Mar 2019,,1915,2002,3917,1915,2002,3917,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,9,Saturday,02 Mar 2019,,2715,3288,6003,2715,3288,6003,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,9,Sunday,03 Mar 2019,,1457,1641,3098,1457,1641,3098,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,10,Monday,04 Mar 2019,,1905,2861,4766,1905,2861,4766,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,10,Tuesday,05 Mar 2019,,1972,2619,4591,1972,2619,4591,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,10,Wednesday,06 Mar 2019,,1429,1773,3202,1429,1773,3202,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,10,Thursday,07 Mar 2019,,1957,2317,4274,1957,2317,4274,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,10,Friday,08 Mar 2019,,1888,2357,4245,1888,2357,4245,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,10,Saturday,09 Mar 2019,,2554,2873,5427,2554,2873,5427,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,10,Sunday,10 Mar 2019,,1218,1579,2797,1218,1579,2797,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,11,Monday,11 Mar 2019,,1918,2472,4390,1918,2472,4390,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,11,Tuesday,12 Mar 2019,,1863,2531,4394,1863,2531,4394,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,11,Wednesday,13 Mar 2019,,1456,1840,3296,1456,1840,3296,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,11,Thursday,14 Mar 2019,,1829,2446,4275,1829,2446,4275,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,11,Friday,15 Mar 2019,,1899,2263,4162,1899,2263,4162,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,11,Saturday,16 Mar 2019,,2292,2712,5004,2292,2712,5004,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,11,Sunday,17 Mar 2019,,1396,1797,3193,1396,1797,3193,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,12,Monday,18 Mar 2019,,1823,2029,3852,1823,2029,3852,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,12,Tuesday,19 Mar 2019,,1554,1890,3444,1554,1890,3444,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,12,Wednesday,20 Mar 2019,,2110,2771,4881,2110,2771,4881,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,12,Thursday,21 Mar 2019,,1594,1825,3419,1594,1825,3419,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,12,Friday,22 Mar 2019,,1802,2064,3866,1802,2064,3866,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,12,Saturday,23 Mar 2019,,2715,3111,5826,2715,3111,5826,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,12,Sunday,24 Mar 2019,,1416,1753,3169,1416,1753,3169,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,13,Monday,25 Mar 2019,,2246,3107,5353,2246,3107,5353,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,13,Tuesday,26 Mar 2019,,1629,1955,3584,1629,1955,3584,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,13,Wednesday,27 Mar 2019,,1597,1808,3405,1597,1808,3405,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,13,Thursday,28 Mar 2019,,2117,3014,5131,2117,3014,5131,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,13,Friday,29 Mar 2019,,2908,3612,6520,2908,3612,6520,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,13,Saturday,30 Mar 2019,,2906,3255,6161,2906,3255,6161,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,March,13,Sunday,31 Mar 2019,,1127,1325,2452,1127,1325,2452,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,14,Monday,01 Apr 2019,,1635,1858,3493,1635,1858,3493,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,14,Tuesday,02 Apr 2019,,1783,2141,3924,1783,2141,3924,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,14,Wednesday,03 Apr 2019,,1844,2082,3926,1844,2082,3926,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,14,Thursday,04 Apr 2019,,1884,2096,3980,1884,2096,3980,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,14,Friday,05 Apr 2019,,1934,2294,4228,1934,2294,4228,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,14,Saturday,06 Apr 2019,,3407,3978,7385,3407,3978,7385,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,14,Sunday,07 Apr 2019,,1206,1344,2550,1206,1344,2550,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,15,Monday,08 Apr 2019,,2217,2693,4910,2217,2693,4910,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,15,Tuesday,09 Apr 2019,,2233,2644,4877,2233,2644,4877,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,15,Wednesday,10 Apr 2019,,2246,2769,5015,2246,2769,5015,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,15,Thursday,11 Apr 2019,,2283,2895,5178,2283,2895,5178,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,15,Friday,12 Apr 2019,,1940,2347,4287,1940,2347,4287,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,15,Saturday,13 Apr 2019,,2555,2924,5479,2555,2924,5479,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,15,Sunday,14 Apr 2019,,970,1093,2063,970,1093,2063,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,16,Monday,15 Apr 2019,,1795,2191,3986,1795,2191,3986,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,16,Tuesday,16 Apr 2019,,1786,1991,3777,1786,1991,3777,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,16,Wednesday,17 Apr 2019,,2219,2586,4805,2219,2586,4805,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,16,Thursday,18 Apr 2019,,2144,2367,4511,2144,2367,4511,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,16,Friday,19 Apr 2019,,2717,2975,5692,2717,2975,5692,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,16,Saturday,20 Apr 2019,,2925,3276,6201,2925,3276,6201,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,16,Sunday,21 Apr 2019,,1246,1409,2655,1246,1409,2655,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,17,Monday,22 Apr 2019,,1420,1662,3082,1420,1662,3082,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,17,Tuesday,23 Apr 2019,,1835,2072,3907,1835,2072,3907,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,17,Wednesday,24 Apr 2019,,1749,1964,3713,1749,1964,3713,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,17,Thursday,25 Apr 2019,,1718,1996,3714,1718,1996,3714,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,17,Friday,26 Apr 2019,,2134,2425,4559,2134,2425,4559,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,17,Saturday,27 Apr 2019,,2528,2939,5467,2528,2939,5467,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,April,17,Sunday,28 Apr 2019,,1358,1577,2935,1358,1577,2935,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,18,Monday,29 Apr 2019,,1631,1883,3514,1631,1883,3514,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,18,Tuesday,30 Apr 2019,,1747,2085,3832,1747,2085,3832,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,18,Wednesday,01 May 2019,,1672,1856,3528,1672,1856,3528,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,18,Thursday,02 May 2019,,1790,2028,3818,1790,2028,3818,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,18,Friday,03 May 2019,,1839,2235,4074,1839,2235,4074,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,18,Saturday,04 May 2019,,2472,2682,5154,2472,2682,5154,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,18,Sunday,05 May 2019,,1121,1350,2471,1121,1350,2471,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,19,Monday,06 May 2019,,1165,1301,2466,1165,1301,2466,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,19,Tuesday,07 May 2019,,1549,1777,3326,1549,1777,3326,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,19,Wednesday,08 May 2019,,1737,2082,3819,1737,2082,3819,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,19,Thursday,09 May 2019,,1686,1944,3630,1686,1944,3630,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,19,Friday,10 May 2019,,1817,2126,3943,1817,2126,3943,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,19,Saturday,11 May 2019,,2785,3018,5803,2785,3018,5803,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,19,Sunday,12 May 2019,,1518,1779,3297,1518,1779,3297,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,20,Monday,13 May 2019,,1788,2196,3984,1788,2196,3984,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,20,Tuesday,14 May 2019,,1908,2241,4149,1908,2241,4149,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,20,Wednesday,15 May 2019,,2082,2302,4384,2082,2302,4384,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,20,Thursday,16 May 2019,,1800,2154,3954,1800,2154,3954,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,20,Friday,17 May 2019,,2086,2337,4423,2086,2337,4423,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,20,Saturday,18 May 2019,,2227,2561,4788,2227,2561,4788,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,20,Sunday,19 May 2019,,1195,1353,2548,1195,1353,2548,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,21,Monday,20 May 2019,,1780,1983,3763,1780,1983,3763,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,21,Tuesday,21 May 2019,,1780,2145,3925,1780,2145,3925,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,21,Wednesday,22 May 2019,,1770,1856,3626,1770,1856,3626,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,21,Thursday,23 May 2019,,1792,2070,3862,1792,2070,3862,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,21,Friday,24 May 2019,,2060,2337,4397,2060,2337,4397,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,21,Saturday,25 May 2019,,2216,2444,4660,2216,2444,4660,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,May,21,Sunday,26 May 2019,,1069,1323,2392,1069,1323,2392,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,22,Monday,27 May 2019,,1196,1414,2610,1196,1414,2610,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,22,Tuesday,28 May 2019,,1818,1869,3687,1818,1869,3687,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,22,Wednesday,29 May 2019,,1810,1954,3764,1810,1954,3764,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,22,Thursday,30 May 2019,,1832,2108,3940,1832,2108,3940,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,22,Friday,31 May 2019,,1861,2096,3957,1861,2096,3957,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,22,Saturday,01 Jun 2019,,2465,2572,5037,2465,2572,5037,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,22,Sunday,02 Jun 2019,,1092,1252,2344,1092,1252,2344,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,23,Monday,03 Jun 2019,,1585,1778,3363,1585,1778,3363,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,23,Tuesday,04 Jun 2019,,1643,1877,3520,1643,1877,3520,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,23,Wednesday,05 Jun 2019,,1628,1800,3428,1628,1800,3428,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,23,Thursday,06 Jun 2019,,1790,2133,3923,1790,2133,3923,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,23,Friday,07 Jun 2019,,1835,2128,3963,1835,2128,3963,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,23,Saturday,08 Jun 2019,,2458,2820,5278,2458,2820,5278,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,23,Sunday,09 Jun 2019,,1101,1260,2361,1101,1260,2361,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,24,Monday,10 Jun 2019,,1674,1909,3583,1674,1909,3583,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,24,Tuesday,11 Jun 2019,,1758,1898,3656,1758,1898,3656,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,24,Wednesday,12 Jun 2019,,1652,2001,3653,1652,2001,3653,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,24,Thursday,13 Jun 2019,,1600,1898,3498,1600,1898,3498,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,24,Friday,14 Jun 2019,,2062,2366,4428,2062,2366,4428,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,24,Saturday,15 Jun 2019,,2497,2852,5349,2497,2852,5349,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,24,Sunday,16 Jun 2019,,1185,1408,2593,1185,1408,2593,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,25,Monday,17 Jun 2019,,1531,1572,3103,1531,1572,3103,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,25,Tuesday,18 Jun 2019,,1676,1819,3495,1676,1819,3495,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,25,Wednesday,19 Jun 2019,,1701,1856,3557,1701,1856,3557,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,25,Thursday,20 Jun 2019,,1723,1985,3708,1723,1985,3708,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,25,Friday,21 Jun 2019,,1964,2230,4194,1964,2230,4194,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,25,Saturday,22 Jun 2019,,2443,2777,5220,2443,2777,5220,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,25,Sunday,23 Jun 2019,,2302,2057,4359,2302,2057,4359,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,26,Monday,24 Jun 2019,,1664,1764,3428,1664,1764,3428,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,26,Tuesday,25 Jun 2019,,1569,1870,3439,1569,1870,3439,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,26,Wednesday,26 Jun 2019,,1743,1991,3734,1743,1991,3734,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,26,Thursday,27 Jun 2019,,1963,2351,4314,1963,2351,4314,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,26,Friday,28 Jun 2019,,2243,2572,4815,2243,2572,4815,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,26,Saturday,29 Jun 2019,,2392,2662,5054,2392,2662,5054,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,June,26,Sunday,30 Jun 2019,,1091,1240,2331,1091,1240,2331,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,27,Monday,01 Jul 2019,,1655,1865,3520,1655,1865,3520,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,27,Tuesday,02 Jul 2019,,1648,1870,3518,1648,1870,3518,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,27,Wednesday,03 Jul 2019,,1927,2227,4154,1927,2227,4154,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,27,Thursday,04 Jul 2019,,1714,1901,3615,1714,1901,3615,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,27,Friday,05 Jul 2019,,2107,2389,4496,2107,2389,4496,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,27,Saturday,06 Jul 2019,,2437,2634,5071,2437,2634,5071,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,27,Sunday,07 Jul 2019,,1195,1422,2617,1195,1422,2617,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,28,Monday,08 Jul 2019,,1692,1814,3506,1692,1814,3506,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,28,Tuesday,09 Jul 2019,,1632,1787,3419,1632,1787,3419,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,28,Wednesday,10 Jul 2019,,1728,1944,3672,1728,1944,3672,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,28,Thursday,11 Jul 2019,,1769,2016,3785,1769,2016,3785,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,28,Friday,12 Jul 2019,,2176,2301,4477,2176,2301,4477,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,28,Saturday,13 Jul 2019,,2423,2667,5090,2423,2667,5090,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,28,Sunday,14 Jul 2019,,1033,1143,2176,1033,1143,2176,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,29,Monday,15 Jul 2019,,1860,2115,3975,1860,2115,3975,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,29,Tuesday,16 Jul 2019,,1758,1969,3727,1758,1969,3727,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,29,Wednesday,17 Jul 2019,,1739,1959,3698,1739,1959,3698,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,29,Thursday,18 Jul 2019,,1729,1974,3703,1729,1974,3703,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,29,Friday,19 Jul 2019,,2172,2514,4686,2172,2514,4686,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,29,Saturday,20 Jul 2019,,2432,2632,5064,2432,2632,5064,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,29,Sunday,21 Jul 2019,,1072,1322,2394,1072,1322,2394,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,30,Monday,22 Jul 2019,,1773,2026,3799,1773,2026,3799,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,30,Tuesday,23 Jul 2019,,1775,2070,3845,1775,2070,3845,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,30,Wednesday,24 Jul 2019,,1726,1939,3665,1726,1939,3665,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,30,Thursday,25 Jul 2019,,1759,2038,3797,1759,2038,3797,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,30,Friday,26 Jul 2019,,1790,2094,3884,1790,2094,3884,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,30,Saturday,27 Jul 2019,,2326,2540,4866,2326,2540,4866,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,July,30,Sunday,28 Jul 2019,,987,1164,2151,987,1164,2151,No Group
Manchester City Council - Chorlton,Chorlton Place,2019,August,31,Monday,29 Jul 2019,,1905,2053,3958,1905,2053,3958,No Group
