Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Manchester City Council - Chorlton,Chorlton Place,2020,September,39,Saturday,26 Sep 2020,,2159,2394,4553,2159,2394,4553,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,September,39,Sunday,27 Sep 2020,,1198,1449,2647,1198,1449,2647,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,September,40,Monday,28 Sep 2020,,1154,1326,2480,1154,1326,2480,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,September,40,Tuesday,29 Sep 2020,,1764,1999,3763,1764,1999,3763,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,September,40,Wednesday,30 Sep 2020,,1328,1483,2811,1328,1483,2811,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,September,40,Thursday,01 Oct 2020,,1520,1680,3200,1520,1680,3200,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,September,40,Friday,02 Oct 2020,,1575,1618,3193,1575,1618,3193,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,September,40,Saturday,03 Oct 2020,,1770,1854,3624,1770,1854,3624,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,September,40,Sunday,04 Oct 2020,,974,1146,2120,974,1146,2120,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,41,Monday,05 Oct 2020,,1397,1669,3066,1397,1669,3066,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,41,Tuesday,06 Oct 2020,,1505,1634,3139,1505,1634,3139,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,41,Wednesday,07 Oct 2020,,1414,1590,3004,1414,1590,3004,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,41,Thursday,08 Oct 2020,,1311,1506,2817,1311,1506,2817,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,41,Friday,09 Oct 2020,,1411,1510,2921,1411,1510,2921,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,41,Saturday,10 Oct 2020,,2064,2173,4237,2064,2173,4237,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,41,Sunday,11 Oct 2020,,1051,1457,2508,1051,1457,2508,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,42,Monday,12 Oct 2020,,1240,1365,2605,1240,1365,2605,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,42,Tuesday,13 Oct 2020,,1351,1436,2787,1351,1436,2787,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,42,Wednesday,14 Oct 2020,,1527,1889,3416,1527,1889,3416,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,42,Thursday,15 Oct 2020,,1505,1935,3440,1505,1935,3440,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,42,Friday,16 Oct 2020,,1677,1726,3403,1677,1726,3403,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,42,Saturday,17 Oct 2020,,1991,2062,4053,1991,2062,4053,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,42,Sunday,18 Oct 2020,,804,887,1691,804,887,1691,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,43,Monday,19 Oct 2020,,1224,1305,2529,1224,1305,2529,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,43,Tuesday,20 Oct 2020,,1513,2023,3536,1513,2023,3536,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,43,Wednesday,21 Oct 2020,,1419,1451,2870,1419,1451,2870,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,43,Thursday,22 Oct 2020,,1405,1579,2984,1405,1579,2984,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,43,Friday,23 Oct 2020,,1321,1488,2809,1321,1488,2809,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,43,Saturday,24 Oct 2020,,1678,1747,3425,1678,1747,3425,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,43,Sunday,25 Oct 2020,,916,1148,2064,916,1148,2064,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,44,Monday,26 Oct 2020,,1174,1299,2473,1174,1299,2473,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,44,Tuesday,27 Oct 2020,,1389,1437,2826,1389,1437,2826,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,44,Wednesday,28 Oct 2020,,1355,1854,3209,1355,1854,3209,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,44,Thursday,29 Oct 2020,,1325,1457,2782,1325,1457,2782,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,44,Friday,30 Oct 2020,,1591,1775,3366,1591,1775,3366,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,44,Saturday,31 Oct 2020,,1839,1932,3771,1839,1932,3771,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,October,44,Sunday,01 Nov 2020,,775,869,1644,775,869,1644,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,45,Monday,02 Nov 2020,,1189,1368,2557,1189,1368,2557,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,45,Tuesday,03 Nov 2020,,1332,1563,2895,1332,1563,2895,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,45,Wednesday,04 Nov 2020,,1501,1665,3166,1501,1665,3166,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,45,Thursday,05 Nov 2020,,970,1133,2103,970,1133,2103,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,45,Friday,06 Nov 2020,,1225,1347,2572,1225,1347,2572,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,45,Saturday,07 Nov 2020,,1438,1504,2942,1438,1504,2942,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,45,Sunday,08 Nov 2020,,557,642,1199,557,642,1199,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,46,Monday,09 Nov 2020,,996,1028,2024,996,1028,2024,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,46,Tuesday,10 Nov 2020,,1205,1585,2790,1205,1585,2790,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,46,Wednesday,11 Nov 2020,,1007,1146,2153,1007,1146,2153,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,46,Thursday,12 Nov 2020,,1129,1179,2308,1129,1179,2308,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,46,Friday,13 Nov 2020,,1346,1543,2889,1346,1543,2889,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,46,Saturday,14 Nov 2020,,1554,1612,3166,1554,1612,3166,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,46,Sunday,15 Nov 2020,,874,1113,1987,874,1113,1987,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,47,Monday,16 Nov 2020,,882,1029,1911,882,1029,1911,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,47,Tuesday,17 Nov 2020,,1173,1355,2528,1173,1355,2528,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,47,Wednesday,18 Nov 2020,,1010,1067,2077,1010,1067,2077,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,47,Thursday,19 Nov 2020,,1164,1215,2379,1164,1215,2379,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,47,Friday,20 Nov 2020,,983,1157,2140,983,1157,2140,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,47,Saturday,21 Nov 2020,,1556,1701,3257,1556,1701,3257,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,47,Sunday,22 Nov 2020,,791,824,1615,791,824,1615,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,48,Monday,23 Nov 2020,,926,959,1885,926,959,1885,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,48,Tuesday,24 Nov 2020,,1065,1171,2236,1065,1171,2236,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,48,Wednesday,25 Nov 2020,,1008,1153,2161,1008,1153,2161,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,48,Thursday,26 Nov 2020,,1112,1145,2257,1112,1145,2257,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,48,Friday,27 Nov 2020,,1258,1364,2622,1258,1364,2622,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,48,Saturday,28 Nov 2020,,1474,1590,3064,1474,1590,3064,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,November,48,Sunday,29 Nov 2020,,654,756,1410,654,756,1410,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,49,Monday,30 Nov 2020,,918,1063,1981,918,1063,1981,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,49,Tuesday,01 Dec 2020,,1032,1174,2206,1032,1174,2206,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,49,Wednesday,02 Dec 2020,,1263,1439,2702,1263,1439,2702,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,49,Thursday,03 Dec 2020,,1334,1462,2796,1334,1462,2796,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,49,Friday,04 Dec 2020,,1384,1600,2984,1384,1600,2984,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,49,Saturday,05 Dec 2020,,2129,2386,4515,2129,2386,4515,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,49,Sunday,06 Dec 2020,,662,598,1260,662,598,1260,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,50,Monday,07 Dec 2020,,1174,1353,2527,1174,1353,2527,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,50,Tuesday,08 Dec 2020,,1266,1361,2627,1266,1361,2627,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,50,Wednesday,09 Dec 2020,,1359,1526,2885,1359,1526,2885,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,50,Thursday,10 Dec 2020,,1279,1428,2707,1279,1428,2707,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,50,Friday,11 Dec 2020,,1652,1827,3479,1652,1827,3479,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,50,Saturday,12 Dec 2020,,1894,1913,3807,1894,1913,3807,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,50,Sunday,13 Dec 2020,,703,783,1486,703,783,1486,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,51,Monday,14 Dec 2020,,1342,1471,2813,1342,1471,2813,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,51,Tuesday,15 Dec 2020,,1362,1422,2784,1362,1422,2784,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,51,Wednesday,16 Dec 2020,,1430,1619,3049,1430,1619,3049,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,51,Thursday,17 Dec 2020,,1565,1652,3217,1565,1652,3217,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,51,Friday,18 Dec 2020,,1772,1959,3731,1772,1959,3731,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,51,Saturday,19 Dec 2020,,2050,2061,4111,2050,2061,4111,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,51,Sunday,20 Dec 2020,,949,1058,2007,949,1058,2007,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,52,Monday,21 Dec 2020,,1734,1870,3604,1734,1870,3604,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,52,Tuesday,22 Dec 2020,,1714,1795,3509,1714,1795,3509,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,52,Wednesday,23 Dec 2020,,2134,2015,4149,2134,2015,4149,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,52,Thursday,24 Dec 2020,,1958,2325,4283,1958,2325,4283,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,52,Friday,25 Dec 2020,,151,224,375,151,224,375,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,52,Saturday,26 Dec 2020,,487,572,1059,487,572,1059,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,52,Sunday,27 Dec 2020,,676,765,1441,676,765,1441,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,53,Monday,28 Dec 2020,,798,873,1671,798,873,1671,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,53,Tuesday,29 Dec 2020,,1387,1423,2810,1387,1423,2810,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,53,Wednesday,30 Dec 2020,,1482,1543,3025,1482,1543,3025,No Group
Manchester City Council - Chorlton,Chorlton Place,2020,December,53,Thursday,31 Dec 2020,,1403,1510,2913,1403,1510,2913,No Group
