Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Sandy Lane (9)-Temp(C)-slotB,Sandy Lane (9)-Humidity(%RH)-slotB,Sandy Lane (9)-NO2(ug/m3)-slotB,Sandy Lane (9)-O3(ug/m3)-slotB,Sandy Lane (9)-NO(ug/m3)-slotB,Sandy Lane (9)-PM1(ug/m3)-slotB,Sandy Lane (9)-PM2.5(ug/m3)-slotB,Sandy Lane (9)-PM10(ug/m3)-slotB,Sandy Lane (9)-Ambient temp(C)-slotB,Sandy Lane (9)-Ambient humidity(%RH)-slotB,Sandy Lane (9)-Ambient pressure(hPa)-slotB
"2021-12-05T11:53:41+00:00",1638705221,"2021-12-05T11:53:41+0000",9,68,254.93,0,51.67,0.71,2.47,3.68,9,72,1008.7
"2021-12-05T11:54:41+00:00",1638705281,"2021-12-05T11:54:41+0000",9,68,253.76,0,46.49,0,2.47,3.04,9,72,1008.7
"2021-12-05T11:55:41+00:00",1638705341,"2021-12-05T11:55:41+0000",9,67,253.32,0,50.22,0.71,3.47,4.32,9,72,1008.7
"2021-12-05T11:56:41+00:00",1638705401,"2021-12-05T11:56:41+0000",9,67,253.99,0,57.11,0.71,2.98,4.32,9,72,1008.7
"2021-12-05T11:57:41+00:00",1638705461,"2021-12-05T11:57:41+0000",9,67,253.99,0,55.39,0.71,2.49,3.68,9,72,1008.7
"2021-12-05T11:58:41+00:00",1638705521,"2021-12-05T11:58:41+0000",9,67,255.54,0,53.09,0.71,2.98,3.68,9,73,1008.7
"2021-12-05T11:59:41+00:00",1638705581,"2021-12-05T11:59:41+0000",9,67,253.55,0,42.76,0,2.49,3.03,9,72,1008.8
"2021-12-05T12:00:41+00:00",1638705641,"2021-12-05T12:00:41+0000",9,68,257.68,0,49.19,0.71,2.97,4.32,9,73,1008.8
"2021-12-05T12:01:41+00:00",1638705701,"2021-12-05T12:01:41+0000",9,68,257.9,0,58.41,0.71,2.97,3.68,9,73,1008.8
"2021-12-05T12:02:41+00:00",1638705761,"2021-12-05T12:02:41+0000",9,68,254.06,0,63.77,0,2.46,3.68,9,73,1008.8
"2021-12-05T12:03:41+00:00",1638705821,"2021-12-05T12:03:41+0000",9,68,254.28,0,52.21,0,2.46,3.04,9,72,1008.9
"2021-12-05T12:05:58+00:00",1638705958,"2021-12-05T12:05:58+0000",9,68,253.54,0,57.13,0.71,2.45,3.05,9,73,1008.9
"2021-12-05T12:06:58+00:00",1638706018,"2021-12-05T12:06:58+0000",9,68,256.42,0,51.18,0.71,2.94,4.33,9,73,1008.9
"2021-12-05T12:07:58+00:00",1638706078,"2021-12-05T12:07:58+0000",9,68,254.41,0,50.89,0.71,2.93,3.69,9,72,1008.9
"2021-12-05T12:08:58+00:00",1638706138,"2021-12-05T12:08:58+0000",9,68,252.81,0,52.33,0.71,3.43,4.33,9,72,1008.9
"2021-12-05T12:09:58+00:00",1638706198,"2021-12-05T12:09:58+0000",9,68,255.91,0,58.29,0.71,2.94,3.69,9,72,1009
"2021-12-05T12:10:58+00:00",1638706258,"2021-12-05T12:10:58+0000",9,68,254.3,0,55.38,0,2.94,3.69,9,72,1009
"2021-12-05T12:11:58+00:00",1638706318,"2021-12-05T12:11:58+0000",9,68,254.31,0,52.46,0,2.46,3.68,9,72,1009
"2021-12-05T12:12:58+00:00",1638706378,"2021-12-05T12:12:58+0000",9,68,254.09,0,54.07,0.71,2.46,3.04,9,72,1009
"2021-12-05T12:13:58+00:00",1638706438,"2021-12-05T12:13:58+0000",9,68,254.31,0,59.62,0.71,2.46,3.04,9,73,1009
"2021-12-05T12:14:58+00:00",1638706498,"2021-12-05T12:14:58+0000",9,68,257.11,0,61.68,0.71,2.94,3.69,9,73,1009
"2021-12-05T12:15:58+00:00",1638706558,"2021-12-05T12:15:58+0000",9,68,254.91,0,51.28,0.71,2.95,3.68,9,73,1009
"2021-12-05T12:16:58+00:00",1638706618,"2021-12-05T12:16:58+0000",9,68,254.83,0,52.44,0,2.94,3.69,9,73,1009
"2021-12-05T12:17:58+00:00",1638706678,"2021-12-05T12:17:58+0000",9,68,255.94,0,65.23,0,2.45,3.05,9,72,1009
"2021-12-05T12:18:58+00:00",1638706738,"2021-12-05T12:18:58+0000",9,68,252.4,0,58.91,0.71,2.95,3.68,9,72,1009
"2021-12-05T12:19:58+00:00",1638706798,"2021-12-05T12:19:58+0000",10,68,252.34,0,44.91,0,2.46,3.04,9,72,1009
"2021-12-05T12:20:58+00:00",1638706858,"2021-12-05T12:20:58+0000",10,68,251.46,0,38.71,0.71,2.47,3.04,9,72,1009
"2021-12-05T12:21:58+00:00",1638706918,"2021-12-05T12:21:58+0000",10,68,250.35,0,49.78,0.71,2.97,4.32,9,71,1009
"2021-12-05T12:22:58+00:00",1638706978,"2021-12-05T12:22:58+0000",10,67,249.03,0,48.89,0.71,3.47,4.32,9,71,1009
"2021-12-05T12:23:58+00:00",1638707038,"2021-12-05T12:23:58+0000",10,67,247.73,0,49.92,0,2.51,3.03,9,71,1009
"2021-12-05T12:24:58+00:00",1638707098,"2021-12-05T12:24:58+0000",10,67,245.53,0,47.12,0.71,3.03,3.66,9,70,1008.9
"2021-12-05T12:25:58+00:00",1638707158,"2021-12-05T12:25:58+0000",10,67,247.26,0,43.39,1.43,3.55,4.95,9,71,1008.9
"2021-12-05T12:26:58+00:00",1638707218,"2021-12-05T12:26:58+0000",10,67,244.18,0,53.46,0.71,2.59,3,9,70,1008.9
"2021-12-05T12:27:58+00:00",1638707278,"2021-12-05T12:27:58+0000",10,67,244.86,0,61.15,0.71,3.1,3.64,9,71,1008.9
"2021-12-05T12:28:58+00:00",1638707338,"2021-12-05T12:28:58+0000",10,66,244.42,0,51.24,0.71,3.11,4.29,9,71,1008.9
"2021-12-05T12:29:58+00:00",1638707398,"2021-12-05T12:29:58+0000",10,66,245.99,0,57.16,0.71,3.13,4.93,9,71,1008.9
"2021-12-05T12:30:58+00:00",1638707458,"2021-12-05T12:30:58+0000",10,66,243.99,0,49.91,0.71,3.13,4.29,9,71,1008.9
"2021-12-05T12:31:58+00:00",1638707518,"2021-12-05T12:31:58+0000",10,66,243.34,0,47.98,1.43,4.13,4.93,9,71,1009
"2021-12-05T12:32:58+00:00",1638707578,"2021-12-05T12:32:58+0000",10,66,242.91,0,46.95,0.71,3.15,3.63,9,71,1009
"2021-12-05T12:33:58+00:00",1638707638,"2021-12-05T12:33:58+0000",10,66,241.8,0,52.13,0.71,3.15,4.28,9,71,1009
"2021-12-05T12:34:58+00:00",1638707698,"2021-12-05T12:34:58+0000",10,66,241.8,0,56.86,0.71,3.15,3.63,9,71,1009.1
"2021-12-05T12:35:58+00:00",1638707758,"2021-12-05T12:35:58+0000",10,66,242.46,0,44.87,0,2.66,3.63,9,71,1009.1
"2021-12-05T12:36:58+00:00",1638707818,"2021-12-05T12:36:58+0000",10,66,240.47,0,54.49,0.71,3.15,3.63,9,71,1009.1
"2021-12-05T12:37:58+00:00",1638707878,"2021-12-05T12:37:58+0000",10,66,241.13,0,47.69,0.71,2.66,2.98,9,72,1009.1
"2021-12-05T12:38:58+00:00",1638707938,"2021-12-05T12:38:58+0000",10,66,238.46,0,54.94,0.71,2.64,2.98,9,71,1009.1
"2021-12-05T12:39:58+00:00",1638707998,"2021-12-05T12:39:58+0000",10,66,238.69,0,38.81,0.71,3.15,3.63,9,71,1009.1
"2021-12-05T12:40:58+00:00",1638708058,"2021-12-05T12:40:58+0000",10,66,242.23,0,45.32,0,2.64,2.98,9,72,1009.2
"2021-12-05T12:41:58+00:00",1638708118,"2021-12-05T12:41:58+0000",10,66,240.01,0,57.75,0.71,3.14,3.63,9,72,1009.2
"2021-12-05T12:42:58+00:00",1638708178,"2021-12-05T12:42:58+0000",10,66,241.56,0,53.9,0,3.14,3.63,9,72,1009.2
"2021-12-05T12:43:58+00:00",1638708238,"2021-12-05T12:43:58+0000",10,66,238.9,0,38.51,0.71,3.14,3.63,9,72,1009.2
"2021-12-05T12:44:58+00:00",1638708298,"2021-12-05T12:44:58+0000",10,66,238.24,0,52.57,0.71,3.14,3.63,9,72,1009.2
"2021-12-05T12:45:58+00:00",1638708358,"2021-12-05T12:45:58+0000",10,66,242.88,0,64.56,0.71,3.13,3.64,9,72,1009.2
"2021-12-05T12:46:58+00:00",1638708418,"2021-12-05T12:46:58+0000",10,66,236.9,0,41.47,0.71,3.13,4.29,9,72,1009.2
"2021-12-05T12:47:58+00:00",1638708478,"2021-12-05T12:47:58+0000",10,66,237.34,0,32.59,0.71,2.63,2.99,9,72,1009.3
"2021-12-05T12:48:58+00:00",1638708538,"2021-12-05T12:48:58+0000",10,66,235.78,0,51.24,0.71,3.61,4.29,9,72,1009.3
"2021-12-05T12:49:58+00:00",1638708598,"2021-12-05T12:49:58+0000",10,66,235.55,0,54.2,0.71,3.11,4.29,9,72,1009.3
"2021-12-05T12:50:58+00:00",1638708658,"2021-12-05T12:50:58+0000",10,66,239.55,0,49.31,0,3.11,3.64,9,72,1009.3
"2021-12-05T12:51:58+00:00",1638708718,"2021-12-05T12:51:58+0000",10,67,240.64,0,50.35,0.71,3.1,3.64,9,72,1009.3
"2021-12-05T12:52:58+00:00",1638708778,"2021-12-05T12:52:58+0000",10,67,234.59,0,60.43,0.71,3.1,3.64,9,72,1009.3
"2021-12-05T12:53:58+00:00",1638708838,"2021-12-05T12:53:58+0000",10,67,232.66,0,42.51,0,2.6,3,9,72,1009.3
"2021-12-05T12:54:58+00:00",1638708898,"2021-12-05T12:54:58+0000",10,66,231.94,0,48.55,0,2.62,3.64,9,72,1009.4
"2021-12-05T12:55:58+00:00",1638708958,"2021-12-05T12:55:58+0000",10,66,231.5,0,52.41,0,2.62,2.99,9,72,1009.4
"2021-12-05T12:56:58+00:00",1638709018,"2021-12-05T12:56:58+0000",10,66,234.45,0,38.95,0.71,3.11,3.64,9,72,1009.4
"2021-12-05T12:57:58+00:00",1638709078,"2021-12-05T12:57:58+0000",10,66,237.72,0,42.76,0.71,3.13,3.64,9,72,1009.4
"2021-12-05T12:58:58+00:00",1638709138,"2021-12-05T12:58:58+0000",10,66,241.7,0,67.85,0.71,3.11,3.64,9,72,1009.4
"2021-12-05T12:59:58+00:00",1638709198,"2021-12-05T12:59:58+0000",10,66,242.14,0,74.39,0.71,3.11,3.64,9,72,1009.4
"2021-12-05T13:00:58+00:00",1638709258,"2021-12-05T13:00:58+0000",10,66,237.99,0,60.71,0.71,3.11,3.64,9,72,1009.4
"2021-12-05T13:01:58+00:00",1638709318,"2021-12-05T13:01:58+0000",10,66,235.78,0,47.98,0.71,3.61,4.29,9,72,1009.5
"2021-12-05T13:02:58+00:00",1638709378,"2021-12-05T13:02:58+0000",10,66,235.55,0,63.97,0.71,3.11,3.64,9,72,1009.5
"2021-12-05T13:03:58+00:00",1638709438,"2021-12-05T13:03:58+0000",10,66,238.89,0,51.53,0.71,3.13,3.64,9,72,1009.5
"2021-12-05T13:06:13+00:00",1638709573,"2021-12-05T13:06:13+0000",10,66,228.47,0,51.53,0.71,2.63,3.64,9,72,1009.5
"2021-12-05T13:07:13+00:00",1638709633,"2021-12-05T13:07:13+0000",10,66,227.37,0,49.31,0.71,3.14,3.63,9,72,1009.5
"2021-12-05T13:08:13+00:00",1638709693,"2021-12-05T13:08:13+0000",10,66,227.37,0,57.6,0.71,3.14,4.28,9,72,1009.5
"2021-12-05T13:09:13+00:00",1638709753,"2021-12-05T13:09:13+0000",10,66,226.04,0,55.68,0.71,3.63,4.28,9,72,1009.5
"2021-12-05T13:10:13+00:00",1638709813,"2021-12-05T13:10:13+0000",10,66,224.05,0,35.11,0.71,3.14,4.93,9,72,1009.5
"2021-12-05T13:11:13+00:00",1638709873,"2021-12-05T13:11:13+0000",10,66,222.94,0,38.66,0.71,3.63,4.28,9,72,1009.5
"2021-12-05T13:12:13+00:00",1638709933,"2021-12-05T13:12:13+0000",10,66,229.82,0,38.21,0.71,3.65,4.28,9,72,1009.6
"2021-12-05T13:13:13+00:00",1638709993,"2021-12-05T13:13:13+0000",10,66,224.93,0,47.83,2.14,4.13,5.58,9,72,1009.5
"2021-12-05T13:14:13+00:00",1638710053,"2021-12-05T13:14:13+0000",10,66,225.16,0,37.33,1.43,3.63,4.93,9,72,1009.6
"2021-12-05T13:15:13+00:00",1638710113,"2021-12-05T13:15:13+0000",10,66,223.37,0,52.72,0.71,3.62,4.29,9,72,1009.6
"2021-12-05T13:16:13+00:00",1638710173,"2021-12-05T13:16:13+0000",10,66,225.08,0,42.02,1.43,3.62,4.29,9,72,1009.6
"2021-12-05T13:17:13+00:00",1638710233,"2021-12-05T13:17:13+0000",10,66,224.27,0,52.57,1.43,3.63,4.93,9,72,1009.6
"2021-12-05T13:18:13+00:00",1638710293,"2021-12-05T13:18:13+0000",10,66,225.3,0,34.89,0.71,3.62,5.58,9,72,1009.6
"2021-12-05T13:19:13+00:00",1638710353,"2021-12-05T13:19:13+0000",10,66,223.75,0,42.16,0.71,3.62,4.29,9,72,1009.6
"2021-12-05T13:20:13+00:00",1638710413,"2021-12-05T13:20:13+0000",10,66,221.53,0,40.09,0.71,3.62,4.29,9,72,1009.6
"2021-12-05T13:21:13+00:00",1638710473,"2021-12-05T13:21:13+0000",10,66,226.19,0,49,0.71,3.13,3.64,9,72,1009.6
"2021-12-05T13:22:13+00:00",1638710533,"2021-12-05T13:22:13+0000",10,66,221.97,0,30.88,0.71,3.13,3.64,10,72,1009.7
"2021-12-05T13:23:13+00:00",1638710593,"2021-12-05T13:23:13+0000",10,66,219.47,0,53.15,0.71,3.13,4.29,10,72,1009.7
"2021-12-05T13:24:13+00:00",1638710653,"2021-12-05T13:24:13+0000",10,66,217.98,0,49.14,0.71,3.13,3.64,10,72,1009.7
"2021-12-05T13:25:13+00:00",1638710713,"2021-12-05T13:25:13+0000",10,66,223.09,0,41.42,2.14,4.62,5.58,10,72,1009.7
"2021-12-05T13:26:13+00:00",1638710773,"2021-12-05T13:26:13+0000",10,66,220.59,0,41.08,1.43,3.63,4.28,10,72,1009.7
"2021-12-05T13:27:13+00:00",1638710833,"2021-12-05T13:27:13+0000",10,66,216.61,0,39.14,0.71,3.15,3.63,10,72,1009.7
"2021-12-05T13:28:13+00:00",1638710893,"2021-12-05T13:28:13+0000",10,66,215.06,0,40.63,0.71,2.66,2.98,10,71,1009.7
"2021-12-05T13:29:13+00:00",1638710953,"2021-12-05T13:29:13+0000",10,66,215.58,0,46.03,0.71,3.66,4.28,10,72,1009.7
"2021-12-05T13:30:13+00:00",1638711013,"2021-12-05T13:30:13+0000",10,66,211.38,0,34.44,0.71,2.68,2.97,9,71,1009.7
"2021-12-05T13:31:13+00:00",1638711073,"2021-12-05T13:31:13+0000",10,66,212.86,0,35.86,0.71,3.67,5.58,9,72,1009.7
"2021-12-05T13:32:13+00:00",1638711133,"2021-12-05T13:32:13+0000",10,66,213.6,0,28.06,1.43,3.19,3.62,9,72,1009.7
"2021-12-05T13:33:13+00:00",1638711193,"2021-12-05T13:33:13+0000",10,66,213.83,0,46.17,0.71,3.69,4.27,9,72,1009.7
"2021-12-05T13:34:13+00:00",1638711253,"2021-12-05T13:34:13+0000",10,66,214.93,0,41.42,0.71,3.19,4.27,9,72,1009.7
"2021-12-05T13:35:13+00:00",1638711313,"2021-12-05T13:35:13+0000",10,66,214.92,0,45.43,1.43,3.67,4.92,9,72,1009.7
"2021-12-05T13:36:13+00:00",1638711373,"2021-12-05T13:36:13+0000",10,66,215.59,0,40.68,0.71,3.18,3.62,9,72,1009.8
"2021-12-05T13:37:13+00:00",1638711433,"2021-12-05T13:37:13+0000",10,66,212.7,0,38.01,2.14,4.65,5.58,9,72,1009.8
"2021-12-05T13:38:13+00:00",1638711493,"2021-12-05T13:38:13+0000",10,66,209.58,0,47.96,1.43,4.14,4.93,9,72,1009.8
"2021-12-05T13:39:13+00:00",1638711553,"2021-12-05T13:39:13+0000",10,66,208.91,0,35.48,1.43,3.15,3.63,9,72,1009.8
"2021-12-05T13:40:13+00:00",1638711613,"2021-12-05T13:40:13+0000",10,66,208.76,0,32.59,0.71,3.15,3.63,9,72,1009.9
"2021-12-05T13:41:13+00:00",1638711673,"2021-12-05T13:41:13+0000",10,66,210.75,0,28.45,0.71,3.65,4.28,9,72,1009.9
"2021-12-05T13:42:13+00:00",1638711733,"2021-12-05T13:42:13+0000",10,66,209.87,0,32.74,0.71,3.15,4.28,9,72,1009.9
"2021-12-05T13:43:13+00:00",1638711793,"2021-12-05T13:43:13+0000",10,66,207.87,0,39.4,0.71,3.15,3.63,9,72,1009.9
"2021-12-05T13:44:13+00:00",1638711853,"2021-12-05T13:44:13+0000",10,66,206.54,0,44.28,0.71,3.15,3.63,9,72,1009.9
"2021-12-05T13:45:13+00:00",1638711913,"2021-12-05T13:45:13+0000",10,66,208.52,0,32.15,0.71,3.14,3.63,9,72,1010
"2021-12-05T13:46:13+00:00",1638711973,"2021-12-05T13:46:13+0000",10,66,208.08,0,44.58,0,2.64,2.98,9,73,1010
"2021-12-05T13:47:13+00:00",1638712033,"2021-12-05T13:47:13+0000",10,66,207.63,0,38.21,0,2.63,3.64,9,72,1010.1
"2021-12-05T13:48:13+00:00",1638712093,"2021-12-05T13:48:13+0000",10,66,205.63,0,46.65,0.71,2.63,2.99,9,72,1010.1
"2021-12-05T13:49:13+00:00",1638712153,"2021-12-05T13:49:13+0000",10,66,204.3,0,37.18,0.71,2.63,2.99,9,72,1010.1
"2021-12-05T13:50:13+00:00",1638712213,"2021-12-05T13:50:13+0000",10,66,206.07,0,46.21,0.71,3.13,3.64,9,72,1010.1
"2021-12-05T13:51:13+00:00",1638712273,"2021-12-05T13:51:13+0000",10,66,203.65,0,45.47,0.71,3.14,4.28,9,72,1010.2
"2021-12-05T13:52:13+00:00",1638712333,"2021-12-05T13:52:13+0000",10,66,203.65,0,23.41,0.71,3.14,3.63,9,72,1010.2
"2021-12-05T13:53:13+00:00",1638712393,"2021-12-05T13:53:13+0000",10,66,203.71,0,34.14,0.71,3.14,3.63,9,72,1010.2
"2021-12-05T13:54:13+00:00",1638712453,"2021-12-05T13:54:13+0000",10,66,204.09,0,42.95,0,2.64,2.98,9,72,1010.2
"2021-12-05T13:55:13+00:00",1638712513,"2021-12-05T13:55:13+0000",10,66,203.04,0,32.22,0.71,3.13,3.64,9,72,1010.2
"2021-12-05T13:56:13+00:00",1638712573,"2021-12-05T13:56:13+0000",10,66,215.9,0,36.8,0.71,3.62,4.93,9,72,1010.2
"2021-12-05T13:57:13+00:00",1638712633,"2021-12-05T13:57:13+0000",10,66,205.93,0,26.18,0.71,3.14,4.28,9,72,1010.2
"2021-12-05T13:58:13+00:00",1638712693,"2021-12-05T13:58:13+0000",10,66,205.47,0,38.86,0.71,3.13,3.64,9,72,1010.2
"2021-12-05T13:59:13+00:00",1638712753,"2021-12-05T13:59:13+0000",10,66,203.04,0,29.42,0.71,3.13,3.64,9,72,1010.2
"2021-12-05T14:00:13+00:00",1638712813,"2021-12-05T14:00:13+0000",10,66,203.04,0,27.65,0.71,3.62,4.29,9,72,1010.2
"2021-12-05T14:01:13+00:00",1638712873,"2021-12-05T14:01:13+0000",10,66,203.7,0,43.88,0.71,3.62,4.29,9,72,1010.2
"2021-12-05T14:02:13+00:00",1638712933,"2021-12-05T14:02:13+0000",10,66,201.69,0,47.56,0.71,3.11,3.64,9,72,1010.2
"2021-12-05T14:03:13+00:00",1638712993,"2021-12-05T14:03:13+0000",10,66,201.92,0,35.76,0.71,3.61,4.29,9,72,1010.2
"2021-12-05T14:04:13+00:00",1638713053,"2021-12-05T14:04:13+0000",10,67,201.24,0,36.65,1.43,3.59,4.29,9,73,1010.3
"2021-12-05T14:06:30+00:00",1638713190,"2021-12-05T14:06:30+0000",10,67,207.45,0,37.98,0.71,3.1,3.64,9,73,1010.2
"2021-12-05T14:07:30+00:00",1638713250,"2021-12-05T14:07:30+0000",10,67,205.45,0,36.65,0.71,3.59,4.29,9,72,1010.2
"2021-12-05T14:08:30+00:00",1638713310,"2021-12-05T14:08:30+0000",10,67,209.43,0,27.95,0.71,3.09,3.65,9,73,1010.2
"2021-12-05T14:09:30+00:00",1638713370,"2021-12-05T14:09:30+0000",9,67,203.29,0,25.1,1.43,3.58,4.29,9,73,1010.2
"2021-12-05T14:10:30+00:00",1638713430,"2021-12-05T14:10:30+0000",9,67,201.28,0,19.66,0.71,3.07,3.65,9,73,1010.2
"2021-12-05T14:11:30+00:00",1638713490,"2021-12-05T14:11:30+0000",10,67,199.43,0,36.8,0.71,3.55,4.95,9,73,1010.2
"2021-12-05T14:12:30+00:00",1638713550,"2021-12-05T14:12:30+0000",9,67,197.72,0,29.07,0.71,3.06,4.3,9,72,1010.2
"2021-12-05T14:13:30+00:00",1638713610,"2021-12-05T14:13:30+0000",9,67,197.28,0,34.21,0.71,3.06,3.65,9,73,1010.1
"2021-12-05T14:14:30+00:00",1638713670,"2021-12-05T14:14:30+0000",9,67,198.82,0,34.21,1.43,3.54,4.3,9,73,1010.1
"2021-12-05T14:15:30+00:00",1638713730,"2021-12-05T14:15:30+0000",9,67,197.33,0,34.87,0.71,3.05,4.3,9,73,1010.1
"2021-12-05T14:16:30+00:00",1638713790,"2021-12-05T14:16:30+0000",9,67,196.21,0,35.9,1.43,3.52,4.31,9,73,1010.1
"2021-12-05T14:17:30+00:00",1638713850,"2021-12-05T14:17:30+0000",9,67,200.2,0,44.98,2.14,4.51,6.24,9,73,1010.1
"2021-12-05T14:18:30+00:00",1638713910,"2021-12-05T14:18:30+0000",9,67,199.08,0,21.83,2.85,4.99,6.24,9,73,1010.1
"2021-12-05T14:19:30+00:00",1638713970,"2021-12-05T14:19:30+0000",9,67,197.08,0,24.18,2.85,4.98,6.89,9,73,1010
"2021-12-05T14:20:30+00:00",1638714030,"2021-12-05T14:20:30+0000",9,67,193.96,0,37.51,2.14,3.98,4.96,9,73,1010
"2021-12-05T14:21:30+00:00",1638714090,"2021-12-05T14:21:30+0000",9,67,192.47,0,42.97,3.56,5.45,7.53,9,73,1010
"2021-12-05T14:22:30+00:00",1638714150,"2021-12-05T14:22:30+0000",9,67,191.14,0,37.57,3.56,5.95,7.53,9,73,1010
"2021-12-05T14:23:30+00:00",1638714210,"2021-12-05T14:23:30+0000",9,67,190.48,0,40.05,2.14,3.98,4.96,9,73,1010
"2021-12-05T14:24:30+00:00",1638714270,"2021-12-05T14:24:30+0000",9,67,192.02,0,29.98,0.71,3.47,4.32,9,73,1010
"2021-12-05T14:25:30+00:00",1638714330,"2021-12-05T14:25:30+0000",9,67,190.31,0,24.68,2.14,3.96,4.96,9,73,1010
"2021-12-05T14:26:30+00:00",1638714390,"2021-12-05T14:26:30+0000",9,67,188.76,0,30.65,1.43,3.96,4.96,9,73,1010.1
"2021-12-05T14:27:30+00:00",1638714450,"2021-12-05T14:27:30+0000",9,68,190.52,0,23.67,1.43,3.95,4.96,9,73,1010.1
"2021-12-05T14:28:30+00:00",1638714510,"2021-12-05T14:28:30+0000",9,68,187.86,0,37.05,2.14,3.95,4.96,9,73,1010.1
"2021-12-05T14:29:30+00:00",1638714570,"2021-12-05T14:29:30+0000",9,68,186.53,0,28.9,0.71,3.46,4.32,9,74,1010.1
"2021-12-05T14:30:30+00:00",1638714630,"2021-12-05T14:30:30+0000",9,68,197.9,0,62.93,1.43,3.46,4.32,9,74,1010.1
"2021-12-05T14:31:30+00:00",1638714690,"2021-12-05T14:31:30+0000",9,68,189.91,0,32.04,0.71,2.95,3.68,9,74,1010.1
"2021-12-05T14:32:30+00:00",1638714750,"2021-12-05T14:32:30+0000",9,68,185.46,0,29.14,1.43,3.43,4.97,9,74,1010.1
"2021-12-05T14:33:30+00:00",1638714810,"2021-12-05T14:33:30+0000",9,68,190.79,0,41.18,1.43,3.43,4.33,9,74,1010.1
"2021-12-05T14:34:30+00:00",1638714870,"2021-12-05T14:34:30+0000",9,68,185.75,0,34.29,1.43,3.92,4.97,9,74,1010.2
"2021-12-05T14:35:30+00:00",1638714930,"2021-12-05T14:35:30+0000",9,68,183.52,0,14.49,0.71,2.93,3.69,9,74,1010.2
"2021-12-05T14:36:30+00:00",1638714990,"2021-12-05T14:36:30+0000",9,68,183.73,0,26.2,1.43,2.91,3.69,9,74,1010.2
"2021-12-05T14:37:30+00:00",1638715050,"2021-12-05T14:37:30+0000",9,68,182.62,0,28.08,0.71,2.91,3.69,9,74,1010.2
"2021-12-05T14:38:30+00:00",1638715110,"2021-12-05T14:38:30+0000",9,68,183.51,0,32.27,0.71,2.91,3.69,9,74,1010.2
"2021-12-05T14:39:30+00:00",1638715170,"2021-12-05T14:39:30+0000",9,68,182.84,0,25.62,0.71,2.9,3.7,9,74,1010.2
"2021-12-05T14:40:30+00:00",1638715230,"2021-12-05T14:40:30+0000",9,68,184.44,0,37.24,1.43,3.87,4.98,9,74,1010.2
"2021-12-05T14:41:30+00:00",1638715290,"2021-12-05T14:41:30+0000",9,68,184.43,0,23.13,1.43,3.85,4.98,9,74,1010.2
"2021-12-05T14:42:30+00:00",1638715350,"2021-12-05T14:42:30+0000",9,68,184.43,0,33.79,0.71,2.87,4.34,9,74,1010.2
"2021-12-05T14:43:30+00:00",1638715410,"2021-12-05T14:43:30+0000",9,68,186.18,0,23.13,2.14,3.83,4.98,9,75,1010.2
"2021-12-05T14:44:30+00:00",1638715470,"2021-12-05T14:44:30+0000",9,68,184.19,0,17.95,1.43,3.34,4.35,9,74,1010.2
"2021-12-05T14:45:30+00:00",1638715530,"2021-12-05T14:45:30+0000",9,69,183.51,0,32.63,1.43,3.32,4.99,9,74,1010.2
"2021-12-05T14:46:30+00:00",1638715590,"2021-12-05T14:46:30+0000",9,69,182.84,0,34.36,2.14,4.3,5.62,9,74,1010.2
"2021-12-05T14:47:30+00:00",1638715650,"2021-12-05T14:47:30+0000",9,69,181.96,0,32.2,2.14,4.3,5.62,9,74,1010.2
"2021-12-05T14:48:30+00:00",1638715710,"2021-12-05T14:48:30+0000",9,69,180.85,0,30.19,1.43,3.32,4.35,9,74,1010.2
"2021-12-05T14:49:30+00:00",1638715770,"2021-12-05T14:49:30+0000",9,69,180.63,0,25.43,0.71,2.83,4.35,9,74,1010.2
"2021-12-05T14:50:30+00:00",1638715830,"2021-12-05T14:50:30+0000",9,69,181.29,0,30.04,1.43,3.32,4.35,9,74,1010.2
"2021-12-05T14:51:30+00:00",1638715890,"2021-12-05T14:51:30+0000",9,69,179.74,0,16.51,1.43,3.81,4.99,9,74,1010.3
"2021-12-05T14:52:30+00:00",1638715950,"2021-12-05T14:52:30+0000",9,69,179.52,0,23.99,1.43,3.81,4.99,9,74,1010.2
"2021-12-05T14:53:30+00:00",1638716010,"2021-12-05T14:53:30+0000",9,69,179.52,0,34.36,1.43,3.81,6.26,9,74,1010.3
"2021-12-05T14:54:30+00:00",1638716070,"2021-12-05T14:54:30+0000",9,69,182.84,0,25.87,1.43,3.81,4.99,9,74,1010.3
"2021-12-05T14:55:30+00:00",1638716130,"2021-12-05T14:55:30+0000",9,69,180.85,0,21.11,2.85,4.79,6.26,9,74,1010.4
"2021-12-05T14:56:30+00:00",1638716190,"2021-12-05T14:56:30+0000",9,69,185.72,0,29.9,2.14,3.8,4.99,9,75,1010.4
"2021-12-05T14:57:30+00:00",1638716250,"2021-12-05T14:57:30+0000",9,69,185.05,0,28.31,1.43,3.8,5.62,9,75,1010.4
"2021-12-05T14:58:30+00:00",1638716310,"2021-12-05T14:58:30+0000",9,69,184.1,0,36.17,1.43,3.31,4.35,9,75,1010.4
"2021-12-05T14:59:30+00:00",1638716370,"2021-12-05T14:59:30+0000",9,69,181.44,0,32.55,1.43,3.31,4.35,9,75,1010.5
